,name,lat_lon,Gebiedscode,Rivier,Coordinaten,Lat,Lon,meting
262,Waal144,"(51.8703, 5.8897)",W(015a)R-GENL,Waal,#REF!,51.8703,5.8897,3
263,Waal123,"(51.8724, 5.9142)",W(014a)L-GENL,Waal,#REF!,51.8724,5.9142,3
264,Waal12,"(51.8766, 5.9225)",W(013a)R-GENL,Waal,#REF!,51.8766,5.9225,3
265,Waal145,"(51.8749, 5.9338)",W(012a)R-GENL,Waal,#REF!,51.8749,5.9338,3
266,Waal31,"(51.8719, 5.4231)",W(045a)R-GENL,Waal,#REF!,51.8719,5.4231,3
267,Waal146,"(51.8677, 5.9463)",W(011a)R-GENL,Waal,#REF!,51.8677,5.9463,3
268,Waal124,"(51.8655, 5.9417)",W(010a)L-GENL,Waal,#REF!,51.8655,5.9417,3
269,Waal147,"(51.8578, 5.9582)",W(009a)R-GENL,Waal,#REF!,51.8578,5.9582,3
271,Waal13,"(51.7183, 4.698)",W(007a)L-GENL,Waal,#REF!,51.7183,4.698,3
272,Waal13,"(51.7183, 4.698)",W(006a)R-GENL,Waal,#REF!,51.7183,4.698,3
273,Waal13,"(51.7183, 4.698)",W(005a)R-GENL,Waal,#REF!,51.7183,4.698,3
274,Waal13,"(51.7183, 4.698)",W(004a)L-GENL,Waal,#REF!,51.7183,4.698,3
275,Waal13,"(51.7183, 4.698)",W(002a)R-GENL,Waal,#REF!,51.7183,4.698,3
276,Waal13,"(51.7183, 4.698)",W(001b)R-GENL,Waal,#REF!,51.7183,4.698,3
277,Waal148,"(51.8154, 5.3699)",W(051a)R-GENL,Waal,#REF!,51.8154,5.3699,3
278,Nederrijn13,"(51.7183, 4.698)",R(004a)L-GENL,Nederrijn,#REF!,51.7183,4.698,3
279,Nederrijn13,"(51.7183, 4.698)",R(003a)R-GENL,Nederrijn,#REF!,51.7183,4.698,3
280,Nederrijn13,"(51.7183, 4.698)",R(003a)R-GENL,Nederrijn,#REF!,51.7183,4.698,3
281,Nederrijn13,"(51.7183, 4.698)",R(002a)L-GENL,Nederrijn,#REF!,51.7183,4.698,3
282,Nederrijn13,"(51.7183, 4.698)",R(001c)R-GENL,Nederrijn,#REF!,51.7183,4.698,3
283,Maas13,"(51.7183, 4.698)",M(155a)L-NBNL,Maas,#REF!,51.7183,4.698,3
284,Maas149,"(51.7221, 4.7401)",M(154a)L-NBNL,Maas,#REF!,51.7221,4.7401,3
285,Maas150,"(51.7144, 4.7831)",M(153a)L-NBNL,Maas,#REF!,51.7144,4.7831,3
286,Maas151,"(51.7143, 4.783131)",M(152a)L-NBNL,Maas,#REF!,51.7143,4.783131,3
287,Maas152,"(51.7203, 4.9025)",M(150a)R-NBNL,Maas,#REF!,51.7203,4.9025,3
289,Maas153,"(51.7239, 4.938)",M(148a)R-NBNL,Maas,#REF!,51.7239,4.938,3
290,Maas41,"(51.7216, 4.9388)",M(147a)L-NBNL,Maas,#REF!,51.7216,4.9388,3
291,Maas42,"(51.7178, 4.9804)",M(146a)L-NBNL,Maas,#REF!,51.7178,4.9804,3
292,Maas43,"(51.7137, 5.0137)",M(145a)R-NBNL,Maas,#REF!,51.7137,5.0137,3
293,Maas44,"(51.709962, 5.046431)",M(144a)L-NBNL,Maas,#REF!,51.709962,5.046431,3
294,Maas154,"(51.7103, 5.0521)",M(142a)L-NBNL,Maas,#REF!,51.7103,5.0521,3
295,Maas155,"(51.735, 5.1208)",M(139a)L-NBNL,Maas,#REF!,51.735,5.1208,3
296,Maas46,"(51.7414, 5.1613)",M(137a)L-NBNL,Maas,#REF!,51.7414,5.1613,3
297,Maas156,"(51.7863, 5.1059)",M(136d)R-GENL,Maas,#REF!,51.7863,5.1059,3
298,Maas48,"(51.7415, 5.1821)",M(135a)L-NBNL,Maas,#REF!,51.7415,5.1821,3
299,Maas49,"(51.74, 5.2039)",M(134a)L-NBNL,Maas,#REF!,51.74,5.2039,3
300,Maas157,"(51.7447, 5.2147)",M(133a)R-GENL,Maas,#REF!,51.7447,5.2147,3
301,Maas51,"(51.7331, 5.2535)",M(130a)L-NBNL,Maas,#REF!,51.7331,5.2535,3
302,Maas158,"(51.7382, 5.2662)",M(129a)L-NBNL,Maas,#REF!,51.7382,5.2662,3
303,Maas159,"(51.735307, 5.252935)",M(128b)R-GENL,Maas,#REF!,51.735307,5.252935,3
304,Maas52,"(51.7411, 5.2795)",M(128a)R-GENL,Maas,#REF!,51.7411,5.2795,3
305,Maas160,"(51.741, 5.3068)",M(124a)R-GENL,Maas,#REF!,51.741,5.3068,3
306,Maas56,"(51.7444, 5.3194)",M(122a)L-NBNL,Maas,#REF!,51.7444,5.3194,3
307,Maas161,"(51.7482, 5.3236)",M(121a)R-GENL,Maas,#REF!,51.7482,5.3236,3
308,Maas162,"(51.7541, 5.3451)",M(118a)R-GENL,Maas,#REF!,51.7541,5.3451,3
309,Maas163,"(51.7851, 5.3641)",M(115a)R-GENL,Maas,#REF!,51.7851,5.3641,3
310,Maas58,"(51.7845, 5.3664)",M(114a)L-NBNL,Maas,#REF!,51.7845,5.3664,3
311,Maas164,"(51.8089, 5.3859)",M(112a)R-GENL,Maas,#REF!,51.8089,5.3859,3
312,Maas59,"(51.8091, 5.4013)",M(111a)L-NBNL,Maas,#REF!,51.8091,5.4013,3
313,Maas60,"(51.8159, 5.4104)",M(110a)L-NBNL,Maas,#REF!,51.8159,5.4104,3
314,Maas126,"(51.8196, 5.4157)",M(109a)L-NBNL,Maas,#REF!,51.8196,5.4157,3
315,Maas165,"(51.8315, 5.4906)",M(108a)R-GENL,Maas,#REF!,51.8315,5.4906,3
316,Maas61,"(51.828, 5.4914)",M(107a)L-NBNL,Maas,#REF!,51.828,5.4914,3
317,Maas166,"(51.8204, 5.5174)",M(106a)R-GENL,Maas,#REF!,51.8204,5.5174,3
318,Maas62,"(51.8155, 5.5385)",M(105a)L-NBNL,Maas,#REF!,51.8155,5.5385,3
319,Maas167,"(51.8257, 5.5513)",M(102a)L-NBNL,Maas,#REF!,51.8257,5.5513,3
320,Maas65,"(51.7763, 5.71)",M(097a)R-GENL,Maas,#REF!,51.7763,5.71,3
321,Maas168,"(51.7543, 5.7543)",M(095a)L-NBNL,Maas,#REF!,51.7543,5.7543,3
322,Maas169,"(51.7529, 5.7929)",M(094a)L-NBNL,Maas,#REF!,51.7529,5.7929,3
323,Maas170,"(51.755, 5.7937)",M(093a)R-GENL,Maas,#REF!,51.755,5.7937,3
324,Maas171,"(51.7591, 5.8351)",M(092a)R-GENL,Maas,#REF!,51.7591,5.8351,3
325,Maas66,"(51.7573, 5.8607)",M(090a)L-NBNL,Maas,#REF!,51.7573,5.8607,3
326,Maas67,"(51.7527, 5.8735)",M(087a)L-NBNL,Maas,#REF!,51.7527,5.8735,3
327,Maas68,"(51.7468, 5.8816)",M(086a)R-LINL,Maas,#REF!,51.7468,5.8816,3
328,Maas70,"(51.7379, 5.8827)",M(084a)L-NBNL,Maas,#REF!,51.7379,5.8827,3
329,Maas71,"(51.7221, 5.8906)",M(083a)L-NBNL,Maas,#REF!,51.7221,5.8906,3
330,Maas14,"(51.7184, 5.9242)",M(082b)L-REFE,Maas,#REF!,51.7184,5.9242,3
331,Maas172,"(51.7154, 5.9338)",M(081a)L-NBNL,Maas,#REF!,51.7154,5.9338,3
332,Maas73,"(51.7128, 5.9513)",M(079a)R-LINL,Maas,#REF!,51.7128,5.9513,3
333,Maas173,"(51.6969, 5.956)",M(078a)L-LINL,Maas,#REF!,51.6969,5.956,3
334,Maas75,"(51.6582, 5.9646)",M(075a)R-LINL,Maas,#REF!,51.6582,5.9646,3
335,Maas76,"(51.648, 5.971)",M(074b)R-REFE,Maas,#REF!,51.648,5.971,3
336,Maas76,"(51.648, 5.971)",M(074a)R-LINL,Maas,#REF!,51.648,5.971,3
337,Maas77,"(51.6475, 5.9679)",M(073a)L-NBNL,Maas,#REF!,51.6475,5.9679,3
338,Maas174,"(51.6329, 6.0045)",M(072a)R-LINL,Maas,#REF!,51.6329,6.0045,3
339,Maas175,"(51.595243, 6.02891)",M(070a)R-LINL,Maas,#REF!,51.595243,6.02891,3
340,Maas176,"(51.5956, 6.0249)",M(069a)L-NBNL,Maas,#REF!,51.5956,6.0249,3
341,Maas80,"(51.5456, 6.0756)",M(068a)L-LINL,Maas,#REF!,51.5456,6.0756,3
342,Maas81,"(51.5469, 6.1034)",M(067a)L-LINL,Maas,#REF!,51.5469,6.1034,3
343,Maas82,"(51.5494, 6.1038)",M(066a)R-LINL,Maas,#REF!,51.5494,6.1038,3
344,Maas177,"(51.5277, 6.1298)",M(065a)R-LINL,Maas,#REF!,51.5277,6.1298,3
345,Maas83,"(51.4862, 6.1658)",M(063a)R-LINL,Maas,#REF!,51.4862,6.1658,3
346,Maas83,"(51.4862, 6.1658)",M(063a)R-LINL,Maas,#REF!,51.4862,6.1658,3
347,Maas84,"(51.4867, 6.169)",M(062a)L-LINL,Maas,#REF!,51.4867,6.169,3
348,Maas84,"(51.4867, 6.169)",M(062a)L-LINL,Maas,#REF!,51.4867,6.169,3
349,Maas86,"(51.4691, 6.1774)",M(060a)L-LINL,Maas,#REF!,51.4691,6.1774,3
350,Maas85,"(51.4686, 6.1804)",M(061a)R-LINL,Maas,#REF!,51.4686,6.1804,3
351,Maas87,"(51.4251, 6.1561)",M(059a)L-LINL,Maas,#REF!,51.4251,6.1561,3
352,Maas178,"(51.3424, 6.1192)",M(056a)L-LINL,Maas,#REF!,51.3424,6.1192,3
353,Maas179,"(51.3015, 6.0907)",M(053a)L-LINL,Maas,#REF!,51.3015,6.0907,3
354,Maas90,"(51.2873, 6.0521)",M(052a)R-LINL,Maas,#REF!,51.2873,6.0521,3
355,Maas91,"(51.2531, 6.0099)",M(049a)R-LINL,Maas,#REF!,51.2531,6.0099,3
356,Maas92,"(51.2301, 5.9947)",M(048a)L-LINL,Maas,#REF!,51.2301,5.9947,3
357,Maas180,"(51.229, 5.9911)",M(047a)L-LINL,Maas,#REF!,51.229,5.9911,3
358,Maas181,"(51.2246, 5.9872)",M(046a)R-LINL,Maas,#REF!,51.2246,5.9872,3
359,Maas93,"(51.2146, 5.9837)",M(045a)R-LINL,Maas,#REF!,51.2146,5.9837,3
360,Maas94,"(51.1875, 5.9714)",M(044a)R-LINL,Maas,#REF!,51.1875,5.9714,3
361,Maas95,"(51.1938, 5.9777)",M(043a)R-LINL,Maas,#REF!,51.1938,5.9777,3
362,Maas97,"(51.188, 5.9321)",M(041a)L-LINL,Maas,#REF!,51.188,5.9321,3
363,Maas182,"(51.1775, 5.9278)",M(040a)L-LNL,Maas,#REF!,51.1775,5.9278,3
364,Maas98,"(51.1622, 5.9527)",M(039a)R-LINL,Maas,#REF!,51.1622,5.9527,3
365,Maas100,"(51.1469, 5.8794)",M(037a)R-LINL,Maas,#REF!,51.1469,5.8794,3
366,Maas101,"(51.1307, 5.8417)",M(036a)R-LINL,Maas,#REF!,51.1307,5.8417,3
367,Maas183,"(51.1087, 5.8104)",M(035a)L-LIBE,Maas,#REF!,51.1087,5.8104,3
368,Maas102,"(51.1085, 5.8209)",M(034a)R-LINL,Maas,#REF!,51.1085,5.8209,3
369,Maas104,"(51.0669, 5.7999)",M(032a)R-LINL,Maas,#REF!,51.0669,5.7999,3
370,Maas184,"(51.062, 5.7721)",M(030a)L-LIBE,Maas,#REF!,51.062,5.7721,3
371,Maas105,"(51.0463, 5.7669)",M(028a)L-LIBE,Maas,#REF!,51.0463,5.7669,3
372,Maas107,"(51.0296, 5.7658)",M(026a)R-LINL,Maas,#REF!,51.0296,5.7658,3
373,Maas185,"(51.022026, 5.777177)",M(024b)R-LINL,Maas,#REF!,51.022026,5.777177,3
374,Maas109,"(51.0173, 5.769)",M(024a)L-LIBE,Maas,#REF!,51.0173,5.769,3
375,Maas186,"(50.9923, 5.7602)",M(022a)R-LINL,Maas,#REF!,50.9923,5.7602,3
376,Maas110,"(50.9823, 5.7479)",M(021a)L-LIBE,Maas,#REF!,50.9823,5.7479,3
377,Maas111,"(50.9805, 5.7398)",M(020a)L-LIBE,Maas,#REF!,50.9805,5.7398,3
378,Maas187,"(50.9726, 5.735)",M(019a)R-LINL,Maas,#REF!,50.9726,5.735,3
379,Maas188,"(50.9556, 5.7365)",M(018a)L-LIBE,Maas,#REF!,50.9556,5.7365,3
380,Maas112,"(50.958, 5.7375)",M(017a)R-LINL,Maas,#REF!,50.958,5.7375,3
381,Maas189,"(50.9509, 5.7568)",M(016a)L-LIBE,Maas,#REF!,50.9509,5.7568,3
382,Maas114,"(50.9105, 5.7217)",M(012a)L-LIBE,Maas,#REF!,50.9105,5.7217,3
384,Maas190,"(50.8893, 5.6875)",M(008a)R-LINL,Maas,#REF!,50.8893,5.6875,3
385,Maas15,"(50.8724, 5.689)",M(006b)R-REFE,Maas,#REF!,50.8724,5.689,3
386,Maas117,"(50.8733, 5.6906)",M(005a)R-LINL,Maas,#REF!,50.8733,5.6906,3
387,Maas118,"(50.7959, 5.6953)",M(004a)R-LINL,Maas,#REF!,50.7959,5.6953,3
388,Maas119,"(50.7823, 5.7001)",M(003a)R-LINL,Maas,#REF!,50.7823,5.7001,3
389,Maas191,"(50.781, 5.6974)",M(002a)L-LIBE,Maas,#REF!,50.781,5.6974,3
390,Maas192,"(50.7554, 5.6817)",M(001a)L-LIBE,Maas,#REF!,50.7554,5.6817,3
