,Gebiedscode,Rivier,Coordinaten,Lat,Lon,meting,date,doy,dop,plastic_6_packringen,plastic_tassen,plastic_kleine_plastic_tasjes,plastic_drankflessen_groterdan_halveliter,plastic_drankflessen_kleinerdan_halveliter,plastic_wikkels_van_drankflessen,plastic_verpakking_van_schoonmaakmiddelen,plastic_voedselverpakkingen_frietbakjes_etc,plastic_cosmeticaverpakkingen,plastic_motorolieverpakking_groterdan50cm,plastic_jerrycans,plastic_kratten,plastic_auto_onderdelen,plastic_doppen_en_deksels,plastic_aanstekers,plastic_speelgoed,plastic_plastic_bekers_of_delen_daarvan,plastic_netzakken,plastic_handschoenen_huishoudelijk,plastic_handschoenen_professioneel,plastic_touw_diameter_groterdan_1cm,plastic_touw_diameter_kleinerdan_1cm,plastic_sportvisspullen,plastic_breekstaafjes,plastic_emmers,plastic_industrieel_verpakkingsmateriaal,plastic_helmen,plastic_geweerpatronen,plastic_schoenen,plastic_plastic_stukjes_0_2_5cm_hard_plastic,plastic_plastic_stukjes_2_5_50cm_hard_plastic,plastic_plastic_stukjes_0_2_5cm_zacht_plastic,plastic_plastic_stukjes_2_5_50cm_zacht_plastic,plastic_overig_plastic,plastic_piepschuim_0_2_5cm,plastic_piepschuim_2_5_50cm,plastic_piepschuim_voedselverpakkingen,plastic_plastic_folies_groterdan_50cm,plastic_hard_plastic_groterdan_50cm,plastic_rietjes,plastic_snoep_snack_chipsverpakking,plastic_piepschuim_groterdan_50cm,plastic_piepschuim_bekers,plastic_bestek,plastic_biofilm_waterfiltertjes,plastic_kitspuiten,plastic_kunststof_band_tiewraps,plastic_lolliestokjes,plastic_motorolieverpakking_kleinerdan50cm,plastic_vuilniszakken,plastic_schrijfwaren,plastic_visdraad,plastic_vuurwerk,plastic_borden_new,plastic_roerstaafjes_new,plastic_bloempotten_new,plastic_plakband_new,rubber_ballonnen,rubber_banden,rubber_overig_rubber,textiel_kleding,textiel_vloerbedekking,textiel_schoeisel,textiel_overig_textiel,papier_tassen,papier_karton,papier_sigarettenverpakking,papier_sigarettenfilters,papier_kartonnen_bekers,papier_kranten,papier_papier_overig,papier_drankkarton,papier_ondefinieerbaar,hout_kurk,hout_pellets,hout_ijsstokjes,hout_kwasten,hout_overig_hout_keinderdan_50cm,hout_overig_hout_groterdan_50cm,metaal_aluminiumfolie,metaal_capsules,metaal_drankblikjes,metaal_elektriciteitsdraad,metaal_oud_ijzer,metaal_kroonkurken,metaal_oliedrum,metaal_omheinigsdraad_prikkeldraad,metaal_spuitbussen,metaal_verfblik,metaal_vislood,metaal_voedselblikken,metaal_wegwerpbarbecues,metaal_overig_metaal_kleinerdan_50cm,metaal_overig_metaal_groterdan_50cm,glas_flessen_pottten,glas_lampen_tl_lampen,glas_overig_glas,sanitair_cosmetica,sanitair_plastic_wattenstaafjes,sanitair_kartonnen_wattenstaafjes,sanitair_vochtige_doekjes,sanitair_condooms,sanitair_maandverband_en_verpakkingen_ervan,sanitair_plastic_kam_borstel,sanitair_tampons_en_tamponapplicators,sanitair_tissues_wc_papier,sanitair_toiletverfrissers,sanitair_overig_sanitair,medisch_verpakkingen,medisch_spuiten,medisch_overig_medisch,,Totaal,Items/km,granulaat_korrels
30,W(059a)L-GENL,Waal,#REF!,51.8181,5.2796,1,20180303,62,426,0,0,1,0,1,0,0,6,0,0,0,0,0,10,0,0,1,0,0,0,2,15,11,1,0,0,0,0,0,5,2,16,4,1,0,0,,,0,,2,,,4,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,2,0,55,,0,,,0,0,0,0,,0,0,0,1,0,,153,1530,7
31,W(055a)L-GENL,Waal,#REF!,51.8131,5.3262,1,20180416,106,470,0,9,2,0,2,3,0,1,0,0,0,1,0,3,0,1,5,2,0,1,7,85,41,0,2,7,0,0,0,0,7,37,29,2,0,3,,,2,,10,,,0,,0,1,,0,,0,0,,,,,,1,0,0,0,1,0,2,0,0,0,0,0,0,6,0,,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,284,2840,2
32,W(050a)L-GENL,Waal,#REF!,51.8313,5.3947,1,20180311,70,434,0,0,1,0,0,8,2,4,3,0,0,0,0,21,1,0,4,1,0,0,3,16,0,0,0,1,0,0,0,8,23,13,14,14,0,31,,,0,,8,,,2,,0,1,,0,,2,0,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,11,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,,5,,,0,0,0,0,,0,0,0,1,0,,206,2060,12
33,W(048a)L-GENL,Waal,#REF!,51.8475,5.4159,1,20180408,98,462,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,2,16,5,0,0,2,,,0,,2,,,1,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,5,0,2,1,9,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,2,,0,,,0,1,0,0,,0,0,0,0,0,,64,640,0
34,W(046a)L-GENL,Waal,#REF!,51.8588,5.4222,1,20180326,85,449,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,5,7,0,0,1,0,0,0,0,4,6,5,8,2,0,0,,,0,,5,,,0,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,3,0,0,,2,0,0,0,0,,67,670,0
35,W(045a)R-GENL,Waal,#REF!,51.8719,5.4231,1,20180306,65,429,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,,,0,,6,,,0,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,,,0,0,0,0,,0,0,1,0,0,,26,260,0
36,W(044a)L-GENL,Waal,#REF!,51.8827,5.4476,1,20180316,75,439,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,17,0,0,0,0,0,0,0,5,8,7,6,0,0,2,,,0,,6,,,0,,0,1,,0,,0,0,,,,,,0,0,0,0,0,0,2,0,0,2,4,0,0,6,2,,0,0,0,0,4,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,,,0,5,0,0,,0,0,0,0,0,,94,940,0
37,W(042a)L-GENL,Waal,#REF!,51.8872,5.4663,1,20180314,73,437,0,2,1,1,0,0,0,5,0,0,0,0,0,4,0,2,1,0,0,0,11,0,21,0,0,1,0,0,0,5,4,15,9,2,0,2,,,2,,17,,,5,,0,2,,0,,0,0,,,,,,0,0,0,3,0,0,6,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,,,0,3,0,0,,0,0,0,0,0,,129,1290,0
38,W(038b)R-GENL,Waal,#REF!,51.8923,5.5114,1,20180314,73,437,1,2,6,1,0,2,1,1,0,0,0,1,0,20,0,1,0,0,0,0,2,16,0,0,0,1,0,0,0,11,4,13,27,8,0,0,,,2,,4,,,0,,0,1,,0,,0,0,,,,,,2,0,1,0,0,0,0,0,0,0,2,0,0,2,0,,0,0,0,0,1,1,1,0,16,0,0,0,0,0,0,0,0,0,0,6,0,10,0,22,,15,,,0,3,0,0,,0,0,0,0,0,,207,2070,10
39,W(038a)L-GENL,Waal,#REF!,51.8897,5.5208,1,20180416,106,470,0,0,1,1,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,8,15,16,22,0,5,,,0,,1,,,1,,0,2,,0,,0,0,,,,,,0,0,0,2,0,0,11,0,0,0,20,0,0,2,1,,0,0,0,0,0,1,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,38,,1,,,0,2,0,1,,12,12,0,0,0,,196,1960,0
40,W(036a)L-GENL,Waal,#REF!,51.8976,5.5901,1,20180306,65,429,0,1,5,4,13,0,0,33,1,0,3,0,0,11,1,4,10,4,0,3,6,11,1,0,0,0,0,1,0,6,21,24,85,2,0,7,,,3,,12,,,2,,2,0,,0,,1,0,,,,,,1,0,2,1,1,0,30,0,0,2,1,0,0,1,2,,0,0,0,0,0,0,1,0,3,1,1,0,0,4,0,0,0,0,0,0,0,3,0,7,,5,,,0,5,0,0,,0,3,0,0,0,,351,3510,0
41,W(035a)R-GENL,Waal,#REF!,51.9014,5.5961,1,20180322,81,445,0,3,1,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,0,1,2,42,1,0,0,0,0,1,0,0,5,5,151,0,0,0,,,0,,6,,,0,,0,0,,0,,0,0,,,,,,0,0,2,0,0,0,7,0,0,0,1,0,0,0,0,,0,0,0,0,1,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,15,0,13,,3,,,1,1,0,0,,0,0,0,0,0,,277,2770,0
42,W(031a)R-GENL,Waal,#REF!,51.8998,5.6477,1,20180402,92,456,1,0,5,0,0,3,0,8,0,0,1,0,0,6,0,0,1,1,0,0,0,21,0,0,0,8,0,0,0,20,0,10,17,2,0,2,,,0,,39,,,3,,0,6,,0,,2,0,,,,,,0,0,0,2,0,0,0,1,3,4,10,0,0,5,0,,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,,0,,,0,2,0,1,,0,0,1,1,0,,198,1980,19
43,W(025a)R-GENL,Waal,#REF!,51.8872,5.7376,1,20180228,59,423,0,1,0,0,0,2,1,3,1,0,1,0,1,4,0,0,4,1,0,0,1,6,0,0,1,1,0,1,0,5,3,4,40,6,0,3,,,4,,20,,,2,,0,1,,0,,0,0,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,0,1,0,0,0,,127,1270,11
44,W(024a)R-GENL,Waal,#REF!,51.8822,5.7633,1,20180311,70,434,0,0,2,12,3,4,2,32,3,0,1,0,0,51,6,14,5,0,0,0,24,66,2,1,2,1,0,0,0,21,34,24,27,10,0,76,,,3,,23,,,2,,0,11,,1,,1,0,,,,,,0,0,0,1,0,3,5,0,0,2,3,0,0,0,2,,1,1,0,0,1,1,3,0,12,0,0,0,0,1,3,0,0,0,0,3,0,17,1,29,,98,,,1,0,0,2,,2,10,0,0,2,,668,6680,0
45,W(023a)L-GENL,Waal,#REF!,51.8756,5.7855,1,20180304,63,427,0,0,2,1,0,0,2,4,0,0,0,0,0,6,2,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,27,2,0,2,,,0,,3,,,3,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,5,0,0,5,1,0,0,0,0,,0,0,0,0,3,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,0,43,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,133,1330,0
46,W(022b)R-REFE,Waal,#REF!,51.8778,5.7978,1,20180223,54,418,0,0,0,1,3,0,0,7,0,0,0,0,0,92,9,0,11,2,0,0,3,2,0,0,0,0,0,0,0,76,101,54,104,5,0,63,,,7,,113,,,13,,0,2,,0,,0,0,,,,,,1,0,0,0,0,1,1,0,0,0,4,0,0,2,6,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,,142,,,0,0,0,0,,2,0,0,1,0,,838,8380,0
47,W(021a)R-GENL,Waal,#REF!,51.8714,5.8192,1,20180316,75,439,0,0,0,1,0,7,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,8,1,0,0,0,0,0,0,1,0,13,29,1,0,6,,,2,,11,,,0,,0,0,,0,,0,0,,,,,,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20,,0,,,0,0,0,4,,0,0,0,0,0,,120,1200,0
48,W(017a)L-GENL,Waal,#REF!,51.8604,5.8856,1,20180323,82,446,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,0,,3,,,1,,0,0,,0,,0,0,,,,,,0,0,0,8,0,0,32,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,10,,0,,,0,10,0,18,,0,3,0,0,1,,115,1150,0
49,W(013a)R-GENL,Waal,#REF!,51.8766,5.9225,1,20180506,126,490,0,2,0,1,0,0,0,0,0,0,0,0,0,9,2,0,2,1,2,0,1,6,3,0,0,0,0,0,0,23,8,30,10,12,0,1,,,0,,25,,,1,,1,0,,0,,0,0,,,,,,0,0,2,0,0,0,0,0,2,3,5,0,0,0,0,,1,0,2,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,,10,,,0,0,0,0,,0,0,0,0,0,,212,2120,0
50,W(008a)L-GENL,Waal,#REF!,51.7183,4.698,1,20180309,68,432,0,0,0,1,1,0,0,4,0,0,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,29,1,0,0,,,1,,0,,,0,,0,1,,0,,0,0,,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,0,,,0,0,0,0,,0,8,0,0,0,,76,760,0
51,W(006a)R-GENL,Waal,#REF!,51.7183,4.698,1,20180312,71,435,0,0,0,2,3,0,0,13,0,0,0,0,0,20,5,0,3,3,0,0,3,29,0,2,1,3,0,6,0,21,14,126,16,37,0,5,,,0,,50,,,4,,0,0,,0,,9,0,,,,,,1,0,2,0,0,1,52,0,3,1,20,2,0,12,0,,1,0,0,0,3,0,12,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,15,,18,,,0,0,0,0,,0,2,0,0,0,,528,5280,0
52,W(004a)L-GENL,Waal,#REF!,51.7183,4.698,1,20180306,65,429,0,12,15,20,6,0,2,48,7,1,0,0,0,126,12,8,28,0,0,2,1,2,3,0,0,0,0,4,0,75,128,98,103,6,0,111,,,5,,158,,,236,,0,0,,3,,3,0,,,,,,1,0,5,0,0,4,6,1,1,2,0,21,0,30,3,,1,0,0,0,1,1,6,0,16,0,0,0,0,0,1,0,0,0,0,1,1,36,4,2,,0,,,1,3,0,0,,0,6,1,1,2,,1381,13810,11
53,W(001a)R-REFE,Waal,#REF!,51.7183,4.698,1,20180420,110,474,0,0,1,0,0,0,2,3,0,0,1,0,0,5,0,2,3,0,0,0,0,8,0,0,0,8,1,0,1,3,1,14,14,0,0,0,,,0,,13,,,2,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,0,0,0,3,24,0,0,1,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,,0,,,0,7,0,0,,0,10,0,0,0,,136,1360,8
54,R(004a)L-GENL,Nederrijn,#REF!,51.7183,4.698,1,20180324,83,447,0,4,0,0,4,7,0,12,1,0,0,0,0,32,3,3,4,1,0,1,0,2,5,0,0,1,0,0,0,69,10,117,12,2,0,9,,,1,,37,,,7,,0,0,,0,,1,0,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,16,0,1,2,0,0,0,0,0,1,0,2,0,3,0,22,,0,,,0,1,0,0,,0,0,0,0,3,,399,3990,135
55,M(149a)L-NBNL,Maas,#REF!,51.7175,4.9081,1,20180308,67,431,0,0,2,1,2,0,0,1,0,0,0,0,1,7,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,12,18,43,91,2,0,5,,,0,,14,,,1,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,1,0,3,0,0,0,0,3,5,,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,225,2250,0
56,M(147a)L-NBNL,Maas,#REF!,51.7216,4.9388,1,20180223,54,418,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,50,32,0,0,2,,,1,,9,,,0,,2,0,,1,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,131,1310,2
57,M(146a)L-NBNL,Maas,#REF!,51.7178,4.9804,1,20180216,47,411,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,4,0,0,0,0,0,0,0,2,4,90,8,6,0,3,,,0,,2,,,0,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,,0,0,0,0,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,139,1390,0
58,M(145b)R-REFE,Maas,#REF!,51.7137,5.0137,1,20180410,100,464,0,0,0,0,0,2,1,1,0,0,1,0,0,23,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,44,9,16,1,0,17,,,0,,21,,,1,,1,3,,0,,0,0,,,,,,2,0,0,0,0,0,0,0,1,0,4,0,0,0,4,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,2,,,0,0,0,0,,0,0,0,0,0,,176,1760,0
59,M(144a)L-NBNL,Maas,#REF!,51.709962,5.046431,1,20180305,64,428,0,0,0,0,0,0,0,11,0,0,0,0,0,5,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,4,41,24,1,0,1,,,22,,0,,,0,,0,0,,0,,0,0,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,121,1210,0
60,M(140a)L-NBNL,Maas,#REF!,51.7246,5.0883,1,20180304,63,427,0,0,4,2,12,5,0,22,2,0,0,0,0,40,3,6,8,0,0,0,1,5,0,0,1,0,0,0,0,26,40,51,71,16,0,45,,,2,,71,,,11,,1,0,,0,,1,0,,,,,,0,0,1,1,0,0,3,0,1,1,0,0,0,2,2,,0,0,0,0,44,28,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,0,,,0,0,0,0,,0,3,0,0,0,,539,5390,3
61,M(137a)L-NBNL,Maas,#REF!,51.7414,5.1613,1,20180218,49,413,1,5,4,1,4,5,0,34,1,0,0,0,0,0,0,4,11,3,1,0,1,19,1,0,0,3,0,0,0,39,65,80,85,6,0,66,,,8,,37,,,7,,0,2,,0,,0,0,,,,,,1,0,5,0,0,0,4,0,0,1,0,0,0,5,1,,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,,0,,,0,0,0,0,,0,1,0,1,0,,524,5240,1
62,M(136b)L-NBNL,Maas,#REF!,51.7569,5.1365,1,20180217,48,412,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,0,0,0,0,0,11,0,45,19,24,0,1,,,1,,18,,,3,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,3,0,0,0,0,0,0,19,0,,0,0,1,0,0,0,21,0,5,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4,,0,,,2,0,0,0,,0,0,0,0,0,,196,1960,0
63,M(135a)L-NBNL,Maas,#REF!,51.7415,5.1821,1,20180302,61,425,0,0,0,1,0,0,0,2,0,0,0,0,0,3,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,14,11,3,3,5,0,34,,,1,,3,,,0,,0,0,,0,,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,91,910,25
64,M(134b)L-REFE,Maas,#REF!,51.74,5.2039,1,20180330,89,453,0,0,2,1,3,1,1,3,0,0,0,0,0,11,2,0,4,0,0,0,0,4,6,0,0,0,0,0,0,4,18,3,29,1,0,8,,,2,,36,,,3,,0,0,,0,,1,0,,,,,,2,1,0,0,0,0,1,0,1,0,9,0,1,1,0,,1,0,0,0,1,0,0,0,3,0,0,4,0,0,0,0,0,0,1,0,0,0,0,6,,0,,,0,0,0,0,,0,0,0,0,0,,175,1750,0
65,M(134a)L-NBNL,Maas,#REF!,51.74,5.2039,1,20180301,60,424,0,2,0,0,1,1,0,0,1,0,0,0,0,6,2,0,3,1,0,0,0,3,1,1,0,0,0,0,0,3,12,20,41,4,0,10,,,0,,8,,,1,,0,2,,0,,0,0,,,,,,0,0,0,1,0,0,7,0,0,0,0,0,0,5,0,,0,0,0,0,1,0,5,0,2,0,1,5,0,1,0,0,0,1,0,5,2,0,0,10,,0,,,0,0,0,0,,0,1,0,0,0,,170,1700,0
66,M(132a)L-NBNL,Maas,#REF!,51.7424,5.2163,1,20180325,84,448,0,5,1,2,11,9,0,7,1,0,0,0,0,9,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,3,9,129,48,2,0,16,,,2,,32,,,0,,0,0,,0,,1,0,,,,,,4,0,1,1,1,1,5,0,0,4,2,0,0,3,0,,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,2,3,0,3,0,4,,0,,,0,0,0,1,,1,1,0,0,3,,351,3510,0
67,M(130a)L-NBNL,Maas,#REF!,51.7331,5.2535,1,20180216,47,411,0,1,1,2,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,6,0,0,7,0,68,,,0,,3,,,1,,0,1,,0,,0,0,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,0,,,0,0,1,1,,0,0,0,0,0,,117,1170,1
68,M(128a)R-GENL,Maas,#REF!,51.7411,5.2795,1,20180310,69,433,0,0,2,0,0,5,0,11,1,0,0,0,0,24,3,2,8,4,0,0,0,9,1,0,0,5,0,0,0,84,53,82,128,2,0,461,,,0,,92,,,2,,0,1,,0,,0,0,,,,,,3,0,10,0,0,0,4,0,0,0,0,0,0,0,0,,1,0,0,0,26,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,1039,10390,48
69,M(127a)L-NBNL,Maas,#REF!,51.7389,5.2817,1,20180226,57,421,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,1,9,0,1,,,1,,10,,,2,,0,0,,0,,0,0,,,,,,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,54,540,0
70,M(125a)L-NBNL,Maas,#REF!,51.7361,5.2972,1,20180220,51,415,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,8,4,40,2,11,0,64,,,2,,13,,,0,,0,2,,0,,0,0,,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,165,1650,0
71,M(123a)L-NBNL,Maas,#REF!,51.74,5.3101,1,20180308,67,431,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,67,18,7,0,129,,,0,,28,,,2,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,1,0,0,0,3,0,0,5,0,,0,0,0,0,0,0,2,0,3,0,0,7,0,0,0,0,0,0,0,0,2,0,0,5,,0,,,0,0,0,0,,0,0,0,0,0,,323,3230,2
72,M(122a)L-NBNL,Maas,#REF!,51.7444,5.3194,1,20180222,53,417,0,34,4,1,2,0,2,3,0,0,0,0,0,4,4,2,5,0,0,0,0,5,0,0,0,0,0,0,1,35,4,0,5,3,0,453,,,0,,7,,,3,,2,2,,0,,0,0,,,,,,0,0,0,0,0,0,0,0,0,5,1,0,0,23,0,,0,0,0,0,2,1,5,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,,2,,,0,0,0,0,,0,1,0,0,0,,627,6270,10
73,M(116a)L-NBNL,Maas,#REF!,51.7606,5.3618,1,20180325,84,448,0,0,1,1,3,0,2,5,1,0,0,0,0,29,2,0,1,1,0,0,1,0,2,0,0,1,0,0,0,24,12,13,11,1,0,40,,,0,,0,,,0,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,154,1540,17
74,M(114a)L-NBNL,Maas,#REF!,51.7845,5.3664,1,20180217,48,412,1,2,0,6,18,1,3,19,3,0,1,0,2,50,5,5,19,1,0,0,2,2,2,0,0,0,0,0,0,103,107,61,247,4,0,289,,,9,,195,,,3,,0,3,,0,,1,0,,,,,,0,0,2,0,0,1,1,0,0,2,2,0,0,0,1,,3,0,0,0,4,0,4,0,5,0,0,2,0,0,0,0,0,1,0,0,0,4,0,0,,0,,,0,0,0,1,,0,2,0,0,0,,1199,11990,16
75,M(111a)L-NBNL,Maas,#REF!,51.8091,5.4013,1,20180301,60,424,0,0,0,3,3,0,5,13,0,0,0,0,0,4,2,0,2,0,0,0,1,2,1,0,0,30,0,0,0,7,6,50,91,2,0,43,,,0,,16,,,0,,0,0,,0,,0,0,,,,,,0,0,0,0,0,1,5,0,11,0,0,0,9,8,1,,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,325,3250,0
76,M(110a)L-NBNL,Maas,#REF!,51.8159,5.4104,1,20180210,41,405,0,0,1,10,69,7,2,31,6,0,0,0,0,66,21,4,18,3,0,0,7,18,2,1,1,0,0,0,0,125,80,800,1000,1,0,338,,,84,,17,,,6,,1,4,,0,,2,0,,,,,,3,0,0,0,0,3,0,0,0,1,2,2,0,0,1,,4,0,0,0,61,24,5,0,31,1,0,12,0,0,0,0,0,0,0,0,0,8,1,0,,9,,,0,3,0,1,,0,0,0,0,0,,2897,28970,0
77,M(107a)L-NBNL,Maas,#REF!,51.828,5.4914,1,20180303,62,426,0,0,0,0,2,2,0,0,0,0,0,0,0,13,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,7,16,16,38,9,0,1,,,4,,6,,,4,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,,,0,0,0,0,,0,0,0,0,0,,158,1580,0
