,Gebiedscode,Rivier,Coordinaten,Lat,Lon,meting,date,doy,dop,plastic_6_packringen,plastic_tassen,plastic_kleine_plastic_tasjes,plastic_drankflessen_groterdan_halveliter,plastic_drankflessen_kleinerdan_halveliter,plastic_wikkels_van_drankflessen,plastic_verpakking_van_schoonmaakmiddelen,plastic_voedselverpakkingen_frietbakjes_etc,plastic_cosmeticaverpakkingen,plastic_motorolieverpakking_groterdan50cm,plastic_jerrycans,plastic_kratten,plastic_auto_onderdelen,plastic_doppen_en_deksels,plastic_aanstekers,plastic_speelgoed,plastic_plastic_bekers_of_delen_daarvan,plastic_netzakken,plastic_handschoenen_huishoudelijk,plastic_handschoenen_professioneel,plastic_touw_diameter_groterdan_1cm,plastic_touw_diameter_kleinerdan_1cm,plastic_sportvisspullen,plastic_breekstaafjes,plastic_emmers,plastic_industrieel_verpakkingsmateriaal,plastic_helmen,plastic_geweerpatronen,plastic_schoenen,plastic_plastic_stukjes_0_2_5cm_hard_plastic,plastic_plastic_stukjes_2_5_50cm_hard_plastic,plastic_plastic_stukjes_0_2_5cm_zacht_plastic,plastic_plastic_stukjes_2_5_50cm_zacht_plastic,plastic_overig_plastic,plastic_piepschuim_0_2_5cm,plastic_piepschuim_2_5_50cm,plastic_piepschuim_voedselverpakkingen,plastic_plastic_folies_groterdan_50cm,plastic_hard_plastic_groterdan_50cm,plastic_rietjes,plastic_snoep_snack_chipsverpakking,plastic_piepschuim_groterdan_50cm,plastic_piepschuim_bekers,plastic_bestek,plastic_biofilm_waterfiltertjes,plastic_kitspuiten,plastic_kunststof_band_tiewraps,plastic_lolliestokjes,plastic_motorolieverpakking_kleinerdan50cm,plastic_vuilniszakken,plastic_schrijfwaren,plastic_visdraad,plastic_vuurwerk,plastic_borden_new,plastic_roerstaafjes_new,plastic_bloempotten_new,plastic_plakband_new,rubber_ballonnen,rubber_banden,rubber_overig_rubber,textiel_kleding,textiel_vloerbedekking,textiel_schoeisel,textiel_overig_textiel,papier_tassen,papier_karton,papier_sigarettenverpakking,papier_sigarettenfilters,papier_kartonnen_bekers,papier_kranten,papier_papier_overig,papier_drankkarton,papier_ondefinieerbaar,hout_kurk,hout_pellets,hout_ijsstokjes,hout_kwasten,hout_overig_hout_keinderdan_50cm,hout_overig_hout_groterdan_50cm,metaal_aluminiumfolie,metaal_capsules,metaal_drankblikjes,metaal_elektriciteitsdraad,metaal_oud_ijzer,metaal_kroonkurken,metaal_oliedrum,metaal_omheinigsdraad_prikkeldraad,metaal_spuitbussen,metaal_verfblik,metaal_vislood,metaal_voedselblikken,metaal_wegwerpbarbecues,metaal_overig_metaal_kleinerdan_50cm,metaal_overig_metaal_groterdan_50cm,glas_flessen_pottten,glas_lampen_tl_lampen,glas_overig_glas,sanitair_cosmetica,sanitair_plastic_wattenstaafjes,sanitair_kartonnen_wattenstaafjes,sanitair_vochtige_doekjes,sanitair_condooms,sanitair_maandverband_en_verpakkingen_ervan,sanitair_plastic_kam_borstel,sanitair_tampons_en_tamponapplicators,sanitair_tissues_wc_papier,sanitair_toiletverfrissers,sanitair_overig_sanitair,medisch_verpakkingen,medisch_spuiten,medisch_overig_medisch,,Totaal,Items/km,granulaat_korrels
126,M(024a)L-LIBE,Maas,#REF!,51.0173,5.769,1,20180227,58,422,0,6,0,5,1,0,4,4,0,0,0,1,1,3,0,11,8,0,0,1,3,1,0,0,0,1,0,0,0,0,2,130,400,0,0,2,,,0,,0,,,0,,0,1,,0,,0,0,,,,,,0,0,3,5,1,0,6,1,2,1,0,0,1,1,2,,0,0,0,0,4,1,40,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,17,0,0,,0,4,0,0,0,,679,6790,0
127,M(021a)L-LIBE,Maas,#REF!,50.9823,5.7479,1,20180218,49,413,0,0,0,5,2,3,0,2,1,0,0,0,0,23,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,7,31,8,55,1,0,4,,,10,,13,,,10,,0,1,,0,,2,0,,,,,,0,0,1,0,0,0,2,0,15,1,0,0,1,21,0,,0,0,0,0,2,0,0,0,9,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,,5,,,0,16,0,0,,1,4,2,0,4,,274,2740,0
128,M(020a)L-LIBE,Maas,#REF!,50.9805,5.7398,1,20180219,50,414,0,0,6,3,2,3,0,1,0,0,0,0,0,0,0,1,12,0,0,1,1,9,2,0,0,3,0,1,1,13,15,60,111,1,0,12,,,4,,40,,,2,,0,1,,0,,0,0,,,,,,0,0,0,2,0,2,16,0,0,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,2,,5,,,0,32,0,2,,0,1,0,1,0,,376,3760,0
129,M(017a)R-LINL,Maas,#REF!,50.958,5.7375,1,20180221,52,416,0,2,13,0,0,2,9,0,0,0,0,0,0,13,2,2,5,0,0,0,0,1,1,0,0,0,0,0,0,16,14,13,47,0,0,15,,,1,,8,,,6,,0,0,,0,,0,0,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,2,0,0,0,1,0,3,,2,,,0,2,0,3,,0,3,1,0,6,,201,2010,0
130,M(015a)R-LINL,Maas,#REF!,50.9501,5.7581,1,20180217,48,412,0,11,22,1,1,6,0,24,0,0,0,0,5,6,0,7,7,4,1,0,3,0,2,0,0,7,0,0,0,2,21,3,76,32,0,8,,,0,,18,,,4,,0,1,,0,,0,0,,,,,,0,1,0,19,0,0,42,1,0,0,0,0,0,1,2,,0,0,0,0,2,0,2,0,12,3,2,0,0,0,0,1,0,7,6,2,6,8,0,18,,0,,,0,4,0,0,,0,2,0,0,0,,413,4130,76
131,M(012a)L-LIBE,Maas,#REF!,50.9105,5.7217,1,20180304,63,427,0,0,3,20,13,2,1,37,6,0,1,0,2,164,9,5,19,7,0,0,4,36,4,0,0,0,0,0,0,74,96,541,1273,21,0,145,,,84,,291,,,26,,0,0,,0,,4,0,,,,,,3,0,1,1,1,0,421,0,0,1,0,0,0,3,1,,3,0,0,0,12,8,6,0,4,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,,46,,,2,98,0,2,,2,9,7,0,0,,3524,35240,29
132,M(011a)R-LINL,Maas,#REF!,50.9075,5.7197,1,20180218,49,413,0,2,12,3,4,4,1,10,3,0,0,0,0,12,2,1,2,0,1,1,1,3,0,0,0,6,0,0,0,4,7,91,68,2,0,13,,,10,,11,,,2,,0,0,,0,,0,0,,,,,,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,,0,,,0,0,0,0,,0,0,1,0,0,,288,2880,15
133,M(010a)L-LIBE,Maas,#REF!,50.9097,5.7143,1,20180213,44,408,1,5,11,9,40,13,4,61,10,1,1,0,0,92,14,14,21,0,0,0,3,4,1,0,2,25,0,0,0,0,0,0,0,13,0,123,,,0,,35,,,5,,0,4,,4,,3,0,,,,,,0,0,0,3,0,1,33,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,5,,,1,27,0,0,,0,1,0,0,0,,599,5990,4
134,M(006b)R-REFE,Maas,#REF!,50.8724,5.689,1,20180309,68,432,0,1,12,20,5,32,4,35,13,0,2,0,0,204,10,48,25,3,1,0,2,0,4,0,10,18,0,2,0,116,80,77,30,121,0,114,,,0,,85,,,13,,0,5,,0,,6,0,,,,,,3,0,1,2,2,7,4,0,4,7,1,0,0,1,4,,3,0,0,0,2,0,6,0,3,0,0,0,0,0,1,0,0,0,0,4,0,3,1,17,,112,,,3,4,0,17,,1,13,0,3,4,,1331,13310,10
135,M(006a)L-LIBE,Maas,#REF!,50.8724,5.689,1,20180220,51,415,0,1,3,2,20,10,0,131,2,0,0,0,0,26,1,6,18,0,0,0,1,1,0,0,0,20,0,0,0,6,52,300,200,1,0,183,,,0,,16,,,2,,0,1,,0,,5,0,,,,,,1,1,0,0,0,0,400,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,0,0,6,2,0,0,0,0,3,0,0,0,0,1,0,1,0,0,,15,,,0,53,0,0,,2,1,0,0,6,,1503,15030,5
136,M(005a)R-LINL,Maas,#REF!,50.8733,5.6906,1,20180227,58,422,0,0,0,19,67,7,1,162,0,0,0,0,0,147,10,32,19,1,2,0,7,0,1,0,0,3,0,0,0,300,84,300,200,0,0,400,,,0,,64,,,26,,0,2,,0,,4,0,,,,,,1,0,0,2,0,2,250,0,0,2,0,0,0,0,0,,3,0,0,1,0,0,6,0,1,1,0,0,0,0,5,0,0,0,0,0,0,1,5,0,,95,,,0,33,0,1,,1,12,3,0,3,,2286,22860,98
137,M(004a)R-LINL,Maas,#REF!,50.7959,5.6953,1,20180218,49,413,0,0,0,10,5,0,0,14,5,0,0,0,0,35,2,2,5,1,0,0,1,0,0,0,2,1,0,0,0,15,12,5,152,3,0,235,,,1,,2,,,0,,0,1,,0,,0,0,,,,,,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,77,,,0,3,0,0,,0,1,0,0,0,,597,5970,2
138,M(003a)R-LINL,Maas,#REF!,50.7823,5.7001,1,20180220,51,415,0,0,0,22,30,21,1,20,1,0,0,0,0,41,3,5,7,0,0,0,1,0,0,0,1,1,0,0,1,35,24,53,51,0,0,130,,,1,,41,,,3,,0,0,,3,,0,0,,,,,,0,0,3,0,1,2,0,0,0,0,0,0,0,4,1,,0,0,0,1,42,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,63,,,0,1,1,0,,0,0,1,0,0,,633,6330,22
141,W(085a)L-NBNL,Waal,#REF!,51.8208,4.9052,2,20181028,301,665,0,0,0,5,5,1,1,12,0,0,0,0,0,19,1,0,1,0,0,1,12,34,1,0,1,4,0,0,0,61,4,0,0,34,0,3,0,0,0,4,13,0,0,0,0,0,2,4,1,20,1,0,0,,,,,0,0,1,2,0,1,0,0,4,0,8,3,0,0,2,4,0,0,0,0,13,1,0,1,5,0,0,0,0,0,0,1,0,1,0,1,0,8,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,308,3080,0
142,W(079a)R-ZHNL,Waal,#REF!,51.8229,5.0045,2,20181101,305,669,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,7,0,0,2,0,0,0,0,3,1,0,0,0,0,11,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52,520,0
143,W(078a)R-ZHNL,Waal,#REF!,51.8227,5.0159,2,20181021,294,658,0,0,0,0,1,0,0,6,0,0,0,0,0,6,0,3,0,0,1,0,1,0,1,0,0,3,0,0,0,2,4,0,3,4,0,0,1,0,0,3,7,0,0,0,0,0,1,3,0,0,0,3,0,,,,,0,1,3,1,0,2,0,0,0,8,118,0,0,3,1,1,0,0,0,0,1,0,7,0,0,0,0,12,0,0,0,0,0,0,2,0,0,4,0,4,1,0,0,2,0,0,0,2,0,0,2,0,0,0,,228,2280,0
144,W(075a)R-GENL,Waal,#REF!,51.8268,5.0691,2,20181104,308,672,0,0,4,0,1,0,1,0,0,0,0,0,0,4,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,36,29,0,1,1,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,15,1,,,,,4,0,3,0,0,0,1,0,0,2,52,0,0,3,0,1,0,0,0,0,1,0,2,0,4,2,0,4,0,0,0,0,0,0,0,3,0,2,0,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,214,2140,0
145,W(077a)R-GENL,Waal,#REF!,51.8193,5.0376,2,20181102,306,670,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,1,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,50,500,0
146,W(074b)R-REFE,Waal,#REF!,51.829,5.0805,2,20181118,322,686,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,39,0,6,2,0,0,0,0,2,10,0,0,0,0,0,0,1,0,0,0,9,0,,,,,5,0,1,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,2,0,1,0,0,2,,114,1140,0
147,W(074a)R-GENL,Waal,#REF!,51.829,5.0805,2,20181010,283,647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,15,150,0
148,W(073a)R-GENL,Waal,#REF!,51.8275,5.098,2,20181017,290,654,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,40,0,0,1,0,0,1,6,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,90,900,0
149,W(063a)L-GENL,Waal,#REF!,51.8079,5.2146,2,20181030,303,667,1,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,,37,370,1
150,W(050a)L-GENL,Waal,#REF!,51.8313,5.3947,2,20181028,301,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,40,0
151,W(048a)L-GENL,Waal,#REF!,51.8475,5.4159,2,20181106,310,674,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,1,17,1,2,0,0,0,0,0,2,3,0,0,0,0,0,0,11,0,0,0,1,0,,,,,1,0,0,0,0,0,1,0,0,1,14,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,,95,950,0
152,W(047a)R-GENL,Waal,#REF!,51.8528,5.4114,2,20181101,305,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,160,0
153,W(046a)L-GENL,Waal,#REF!,51.8588,5.4222,2,20181005,278,642,0,0,0,3,0,0,2,0,3,0,2,0,0,5,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,,62,620,0
154,W(045a)R-GENL,Waal,#REF!,51.8719,5.4231,2,20181017,290,654,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,210,0
155,W(042a)L-GENL,Waal,#REF!,51.8872,5.4663,2,0,,,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,1,0,10,0,,,,,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,55,550,0
156,W(038b)R-GENL,Waal,#REF!,51.8923,5.5114,2,20181006,279,643,0,0,3,1,2,1,0,6,1,0,1,0,0,13,0,2,2,1,0,0,0,9,0,0,0,1,0,0,0,4,11,2,12,6,0,0,0,1,0,3,7,0,1,0,0,0,0,0,0,0,0,3,0,,,,,1,1,2,1,2,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,1,4,1,3,0,0,0,3,0,1,0,0,1,0,1,0,,152,1520,0
157,W(038a)L-GENL,Waal,#REF!,51.8897,5.5208,2,0,,,0,0,0,1,4,0,0,2,0,0,0,1,0,2,0,0,7,0,0,0,1,4,0,0,0,0,0,0,0,0,0,10,18,0,0,0,1,12,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,3,1,0,4,0,0,0,3,0,0,1,1,1,0,0,0,0,0,2,2,2,4,1,1,11,0,0,2,0,0,0,0,0,1,6,0,0,0,7,0,5,0,1,0,0,3,0,1,0,0,0,,143,1430,0
158,W(036a)L-GENL,Waal,#REF!,51.8976,5.5901,2,20181019,292,656,0,1,3,20,14,1,3,42,4,0,1,0,1,24,1,10,12,0,2,1,1,15,1,0,1,1,0,0,0,2,69,20,68,27,0,12,0,8,1,2,21,1,0,3,0,0,7,0,0,0,1,3,1,,,,,4,0,8,16,2,9,224,0,0,0,5,0,0,4,5,0,0,0,0,0,2,0,21,4,142,0,2,1,0,0,1,0,0,0,0,0,25,5,0,1,0,10,0,0,0,54,1,0,0,0,7,14,1,0,,973,9730,0
159,W(035a)R-GENL,Waal,#REF!,51.9014,5.5961,2,20181019,292,656,1,0,2,1,1,0,0,19,0,0,0,0,0,3,0,0,13,0,0,0,1,8,0,0,0,5,0,0,0,5,3,6,28,7,0,0,2,0,0,2,5,0,0,1,0,0,1,2,0,0,1,1,0,,,,,1,0,9,2,0,1,3,0,1,2,3,0,0,5,0,1,0,0,0,0,5,0,3,0,13,2,21,0,0,0,0,0,0,0,0,0,0,19,0,2,1,1,0,0,1,2,1,1,0,0,0,0,0,0,,218,2180,0
160,W(031a)R-GENL,Waal,#REF!,51.8998,5.6477,2,20181104,308,672,0,0,1,1,2,2,0,1,0,0,0,0,0,3,1,2,0,0,0,0,3,2,0,0,0,5,0,0,1,6,4,7,3,3,0,0,0,1,2,3,4,0,0,0,0,0,0,2,0,0,2,0,0,,,,,2,0,0,0,0,2,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,,96,960,0
161,W(025a)R-GENL,Waal,#REF!,51.8872,5.7376,2,20181018,291,655,0,0,3,1,1,0,3,5,1,0,0,0,1,19,1,0,0,0,0,0,4,3,0,1,1,1,0,0,1,6,7,2,16,1,0,3,1,6,0,9,19,0,0,0,0,0,3,2,0,1,1,1,0,,,,,2,1,0,0,0,0,0,0,0,3,23,0,0,5,0,2,0,0,0,0,9,1,0,0,1,0,1,8,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,187,1870,9
162,W(024a)R-GENL,Waal,#REF!,51.8822,5.7633,2,20181103,307,671,0,0,1,0,0,1,2,8,0,0,0,0,0,5,0,1,2,1,0,0,3,6,0,0,1,1,0,0,0,3,0,8,22,0,1,0,0,0,0,1,17,0,0,0,0,0,1,1,0,0,1,0,0,,,,,0,0,1,0,0,0,0,0,0,6,1,1,0,2,3,1,0,0,0,0,1,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,1,0,0,0,2,0,0,1,0,0,0,,128,1280,2
163,W(022b)R-REFE,Waal,#REF!,51.8778,5.7978,2,20181023,296,660,0,0,4,3,7,3,2,10,3,0,0,0,0,17,2,2,5,0,0,0,2,3,2,0,3,5,0,0,1,0,4,6,17,6,17,15,4,1,0,1,38,2,0,1,0,0,3,2,0,3,0,2,0,,,,,0,0,0,0,0,1,0,0,3,0,13,3,0,0,3,0,0,0,0,0,0,0,1,1,2,1,0,3,0,1,1,0,0,0,0,2,0,16,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,,251,2510,0
164,W(021a)R-GENL,Waal,#REF!,51.8714,5.8192,2,20181104,308,672,0,0,2,4,0,1,0,5,0,0,0,0,0,3,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,4,3,2,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,,,,,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,6,0,0,0,2,0,1,0,0,1,0,0,0,0,0,,69,690,0
165,W(017a)L-GENL,Waal,#REF!,51.8604,5.8856,2,20181115,319,683,0,0,1,0,2,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,,,,,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,,50,500,0
166,W(014a)L-GENL,Waal,#REF!,51.8724,5.9142,2,20181028,301,665,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,10,0,0,1,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,1,0,,,,,0,0,1,3,0,0,19,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,78,780,0
167,W(013a)R-GENL,Waal,#REF!,51.8766,5.9225,2,20181031,304,668,0,0,2,0,0,0,0,2,0,0,0,0,5,8,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,5,3,0,5,0,0,0,0,5,0,0,7,0,0,0,0,2,1,0,1,1,0,1,0,,,,,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,1,0,0,1,0,0,0,2,0,1,1,27,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,,105,1050,0
168,W(010a)L-GENL,Waal,#REF!,51.8655,5.9417,2,20181115,319,683,0,0,3,0,3,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,7,0,9,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,8,0,0,0,17,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,2,0,2,0,0,0,0,0,0,,107,1070,5
169,W(008a)L-GENL,Waal,#REF!,51.7183,4.698,2,20181021,294,658,0,0,1,0,0,0,0,10,0,0,0,0,0,2,0,0,2,1,1,1,0,0,0,0,0,3,0,0,0,5,9,1,10,1,0,4,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,2,,,,,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,10,4,0,0,2,0,1,0,10,0,0,0,0,0,0,1,0,0,0,,99,990,0
170,W(004a)L-GENL,Waal,#REF!,51.7183,4.698,2,20181018,291,655,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,23,0,5,0,0,4,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,,,,,0,1,12,0,0,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,42,21,1,1,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,175,1750,0
171,W(001a)R-REFE,Waal,#REF!,51.7183,4.698,2,20181023,296,660,0,0,4,3,7,3,2,10,3,0,0,0,0,17,2,2,5,0,0,0,2,3,2,0,3,5,0,0,1,8,4,6,17,6,17,15,4,0,0,1,39,2,0,1,0,0,3,2,0,3,0,2,0,,,,,0,0,0,0,0,1,0,0,3,0,13,3,0,0,3,0,0,0,0,0,0,0,1,1,2,1,0,3,0,1,1,0,0,0,0,2,0,16,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,,259,2590,0
172,R(004a)L-GENL,Nederrijn,#REF!,51.7183,4.698,2,20181021,294,658,0,2,0,0,0,3,0,6,0,0,0,0,0,4,0,0,2,0,0,0,3,7,0,0,0,1,0,0,0,8,1,71,24,0,0,0,1,4,0,1,11,1,1,0,0,0,0,1,0,1,0,1,3,,,,,1,0,1,0,0,0,0,0,3,3,15,0,0,0,1,4,0,0,0,0,0,0,0,0,6,0,2,2,0,1,0,0,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,217,2170,2
173,M(149a)L-NBNL,Maas,#REF!,51.7175,4.9081,2,20181115,319,683,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,170,0
