,Unnamed: 0,date,code,pcs_m,quantity,location,loc_date
0,0,2021-02-10,G178,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
1,1,2021-02-10,G211,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
2,2,2021-02-10,G30,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
3,3,2021-02-10,G79,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
4,4,2021-02-10,G113,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
5,5,2021-02-10,G939,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
6,6,2021-02-10,G177,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
7,7,2021-02-10,G200,0.49,49,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
8,8,2021-02-10,G27,0.08,8,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
9,9,2021-02-10,G78,0.1,10,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
10,10,2021-02-10,G112,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
11,11,2021-02-10,G927,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
12,12,2021-02-10,G157,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
13,13,2021-02-10,G191,0.06,6,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
14,14,2021-02-10,G24,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
15,15,2021-02-10,G55,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
16,16,2021-02-10,G105,0.11,11,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
17,17,2021-02-10,G914,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
18,18,2021-02-10,G134,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2021-02-10')"
19,19,2021-01-16,G23,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
20,20,2021-01-16,G87,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
21,21,2021-01-16,G27,0.06,3,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
22,22,2021-01-16,G909,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
23,23,2021-01-16,G32,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
24,24,2021-01-16,G930,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
25,25,2021-01-16,G125,0.06,3,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
26,26,2021-01-16,G156,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
27,27,2021-01-16,G35,0.04,2,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
28,28,2021-01-16,G98,0.04,2,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
29,29,2021-01-16,G178,0.15,8,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
30,30,2021-01-16,G66,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
31,31,2021-01-16,G211,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
32,32,2021-01-16,G79,0.04,2,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
33,33,2021-01-16,G25,0.11,6,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
34,34,2021-01-16,G908,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
35,35,2021-01-16,G30,0.17,9,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
36,36,2021-01-16,G93,0.08,4,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
37,37,2021-01-16,G34,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
38,38,2021-01-16,G96,0.06,3,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
39,39,2021-01-16,G135,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
40,40,2021-01-16,G177,0.06,3,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
41,41,2021-01-16,G48,0.08,4,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
42,42,2021-01-16,G204,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
43,43,2021-01-16,G78,0.11,6,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
44,44,2021-01-16,G24,0.06,3,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
45,45,2021-01-16,G904,0.04,2,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
46,46,2021-01-16,G29,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
47,47,2021-01-16,G928,0.04,2,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
48,48,2021-01-16,G33,0.08,4,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
49,49,2021-01-16,G95,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
50,50,2021-01-16,G134,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
51,51,2021-01-16,G159,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
52,52,2021-01-16,G43,0.08,4,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
53,53,2021-01-16,G200,0.19,10,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
54,54,2021-01-16,G67,0.02,1,baby-plage-geneva,"('baby-plage-geneva', '2021-01-16')"
55,55,2020-12-16,G134,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
56,56,2020-12-16,G910,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
57,57,2020-12-16,G177,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
58,58,2020-12-16,G926,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
59,59,2020-12-16,G200,0.22,22,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
60,60,2020-12-16,G30,0.27,27,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
61,61,2020-12-16,G105,0.08,8,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
62,62,2020-12-16,G68,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
63,63,2020-12-16,G124,0.06,6,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
64,64,2020-12-16,G905,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
65,65,2020-12-16,G170,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
66,66,2020-12-16,G915,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
67,67,2020-12-16,G20,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
68,68,2020-12-16,G938,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
69,69,2020-12-16,G27,0.1,10,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
70,70,2020-12-16,G34,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
71,71,2020-12-16,G113,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
72,72,2020-12-16,G79,0.1,10,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
73,73,2020-12-16,G157,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
74,74,2020-12-16,G911,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
75,75,2020-12-16,G178,0.15,15,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
76,76,2020-12-16,G93,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
77,77,2020-12-16,G211,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
78,78,2020-12-16,G32,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
79,79,2020-12-16,G112,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
80,80,2020-12-16,G78,0.13,13,baby-plage-geneva,"('baby-plage-geneva', '2020-12-16')"
81,81,2020-11-18,G27,0.12,12,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
82,82,2020-11-18,G35,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
83,83,2020-11-18,G68,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
84,84,2020-11-18,G156,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
85,85,2020-11-18,G905,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
86,86,2020-11-18,G178,0.07,7,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
87,87,2020-11-18,G211,0.07,7,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
88,88,2020-11-18,G34,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
89,89,2020-11-18,G50,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
90,90,2020-11-18,G106,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
91,91,2020-11-18,G79,0.12,12,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
92,92,2020-11-18,G177,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
93,93,2020-11-18,G911,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
94,94,2020-11-18,G208,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
95,95,2020-11-18,G30,0.12,12,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
96,96,2020-11-18,G39,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
97,97,2020-11-18,G78,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
98,98,2020-11-18,G171,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
99,99,2020-11-18,G909,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
100,100,2020-11-18,G200,0.15,15,baby-plage-geneva,"('baby-plage-geneva', '2020-11-18')"
101,101,2020-10-20,G10,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
102,102,2020-10-20,G22,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
103,103,2020-10-20,G911,0.07,5,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
104,104,2020-10-20,G112,0.16,12,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
105,105,2020-10-20,G27,0.58,43,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
106,106,2020-10-20,G929,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
107,107,2020-10-20,G124,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
108,108,2020-10-20,G32,0.08,6,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
109,109,2020-10-20,G95,0.07,5,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
110,110,2020-10-20,G165,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
111,111,2020-10-20,G67,0.04,3,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
112,112,2020-10-20,G200,0.08,6,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
113,113,2020-10-20,G79,0.07,5,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
114,114,2020-10-20,G213,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
115,115,2020-10-20,G909,0.04,3,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
116,116,2020-10-20,G106,0.05,4,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
117,117,2020-10-20,G25,0.04,3,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
118,118,2020-10-20,G916,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
119,119,2020-10-20,G12,0.04,3,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
120,120,2020-10-20,G30,0.18,13,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
121,121,2020-10-20,G930,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
122,122,2020-10-20,G145,0.03,2,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
123,123,2020-10-20,G50,0.08,6,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
124,124,2020-10-20,G178,0.11,8,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
125,125,2020-10-20,G78,0.27,20,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
126,126,2020-10-20,G211,0.05,4,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
127,127,2020-10-20,G904,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
128,128,2020-10-20,G100,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
129,129,2020-10-20,G24,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
130,130,2020-10-20,G914,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
131,131,2020-10-20,G117,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
132,132,2020-10-20,G29,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
133,133,2020-10-20,G93,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
134,134,2020-10-20,G131,0.03,2,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
135,135,2020-10-20,G33,0.04,3,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
136,136,2020-10-20,G99,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
137,137,2020-10-20,G177,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
138,138,2020-10-20,G73,0.04,3,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
139,139,2020-10-20,G21,0.03,2,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
140,140,2020-10-20,G89,0.05,4,baby-plage-geneva,"('baby-plage-geneva', '2020-10-20')"
141,141,2020-08-18,G211,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
142,142,2020-08-18,G30,0.15,15,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
143,143,2020-08-18,G103,0.25,25,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
144,144,2020-08-18,G35,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
145,145,2020-08-18,G112,0.11,11,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
146,146,2020-08-18,G79,0.27,27,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
147,147,2020-08-18,G177,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
148,148,2020-08-18,G911,0.06,6,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
149,149,2020-08-18,G208,0.07,7,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
150,150,2020-08-18,G95,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
151,151,2020-08-18,G27,0.59,59,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
152,152,2020-08-18,G100,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
153,153,2020-08-18,G34,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
154,154,2020-08-18,G109,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
155,155,2020-08-18,G78,0.52,52,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
156,156,2020-08-18,G135,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
157,157,2020-08-18,G910,0.07,7,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
158,158,2020-08-18,G20,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
159,159,2020-08-18,G923,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
160,160,2020-08-18,G24,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
161,161,2020-08-18,G32,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
162,162,2020-08-18,G106,0.12,12,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
163,163,2020-08-18,G73,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
164,164,2020-08-18,G117,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
165,165,2020-08-18,G905,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
166,166,2020-08-18,G178,0.07,7,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
167,167,2020-08-18,G912,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-08-18')"
168,168,2020-07-07,G106,1.85,185,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
169,169,2020-07-07,G159,0.05,5,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
170,170,2020-07-07,G31,0.1,10,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
171,171,2020-07-07,G916,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
172,172,2020-07-07,G114,0.17,17,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
173,173,2020-07-07,G170,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
174,174,2020-07-07,G35,0.05,5,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
175,175,2020-07-07,G95,0.06,6,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
176,176,2020-07-07,G131,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
177,177,2020-07-07,G178,0.68,68,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
178,178,2020-07-07,G75,0.19,19,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
179,179,2020-07-07,G142,0.07,7,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
180,180,2020-07-07,G20,0.05,5,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
181,181,2020-07-07,G79,0.52,52,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
182,182,2020-07-07,G149,0.2,20,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
183,183,2020-07-07,G24,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
184,184,2020-07-07,G909,0.18,18,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
185,185,2020-07-07,G157,0.07,7,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
186,186,2020-07-07,G30,0.42,42,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
187,187,2020-07-07,G912,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
188,188,2020-07-07,G113,0.05,5,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
189,189,2020-07-07,G167,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
190,190,2020-07-07,G34,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
191,191,2020-07-07,G929,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
192,192,2020-07-07,G125,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
193,193,2020-07-07,G177,0.24,24,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
194,194,2020-07-07,G73,0.08,8,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
195,195,2020-07-07,G140,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
196,196,2020-07-07,G195,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
197,197,2020-07-07,G78,2.72,272,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
198,198,2020-07-07,G148,0.09,9,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
199,199,2020-07-07,G211,0.16,16,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
200,200,2020-07-07,G905,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
201,201,2020-07-07,G156,0.2,20,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
202,202,2020-07-07,G28,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
203,203,2020-07-07,G911,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
204,204,2020-07-07,G112,4.24,424,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
205,205,2020-07-07,G165,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
206,206,2020-07-07,G33,0.05,5,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
207,207,2020-07-07,G919,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
208,208,2020-07-07,G123,0.17,17,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
209,209,2020-07-07,G175,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
210,210,2020-07-07,G70,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
211,211,2020-07-07,G96,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
212,212,2020-07-07,G133,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
213,213,2020-07-07,G181,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
214,214,2020-07-07,G76,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
215,215,2020-07-07,G145,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
216,216,2020-07-07,G208,0.06,6,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
217,217,2020-07-07,G87,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
218,218,2020-07-07,G150,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
219,219,2020-07-07,G27,4.63,463,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
220,220,2020-07-07,G910,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-07-07')"
221,221,2020-06-09,G100,0.08,8,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
222,222,2020-06-09,G208,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
223,223,2020-06-09,G125,0.06,6,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
224,224,2020-06-09,G3,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
225,225,2020-06-09,G142,0.05,5,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
226,226,2020-06-09,G33,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
227,227,2020-06-09,G159,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
228,228,2020-06-09,G79,0.16,16,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
229,229,2020-06-09,G170,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
230,230,2020-06-09,G910,0.06,6,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
231,231,2020-06-09,G20,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
232,232,2020-06-09,G95,0.05,5,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
233,233,2020-06-09,G114,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
234,234,2020-06-09,G27,0.88,88,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
235,235,2020-06-09,G135,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
236,236,2020-06-09,G31,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
237,237,2020-06-09,G156,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
238,238,2020-06-09,G35,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
239,239,2020-06-09,G167,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
240,240,2020-06-09,G908,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
241,241,2020-06-09,G178,0.07,7,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
242,242,2020-06-09,G916,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
243,243,2020-06-09,G112,0.27,27,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
244,244,2020-06-09,G24,0.06,6,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
245,245,2020-06-09,G131,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
246,246,2020-06-09,G30,0.2,20,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
247,247,2020-06-09,G144,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
248,248,2020-06-09,G34,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
249,249,2020-06-09,G161,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
250,250,2020-06-09,G89,0.11,11,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
251,251,2020-06-09,G177,0.07,7,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
252,252,2020-06-09,G911,0.09,9,baby-plage-geneva,"('baby-plage-geneva', '2020-06-09')"
253,253,2020-05-05,G178,0.11,12,baby-plage-geneva,"('baby-plage-geneva', '2020-05-05')"
254,254,2020-05-05,G211,0.06,6,baby-plage-geneva,"('baby-plage-geneva', '2020-05-05')"
255,255,2020-05-05,G28,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-05-05')"
256,256,2020-05-05,G100,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-05-05')"
257,257,2020-05-05,G74,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-05-05')"
258,258,2020-05-05,G131,0.01,1,baby-plage-geneva,"('baby-plage-geneva', '2020-05-05')"
259,259,2020-05-05,G81,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-05-05')"
260,260,2020-05-05,G159,0.04,4,baby-plage-geneva,"('baby-plage-geneva', '2020-05-05')"
261,261,2020-05-05,G95,0.02,2,baby-plage-geneva,"('baby-plage-geneva', '2020-05-05')"
262,262,2020-05-05,G208,0.32,34,baby-plage-geneva,"('baby-plage-geneva', '2020-05-05')"
263,263,2020-05-05,G27,0.53,56,baby-plage-geneva,"('baby-plage-geneva', '2020-05-05')"
264,264,2020-05-05,G33,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-05-05')"
265,265,2020-05-05,G124,0.03,3,baby-plage-geneva,"('baby-plage-geneva', '2020-05-05')"
266,266,2020-05-05,G79,0.11,12,baby-plage-geneva,"('baby-plage-geneva', '2020-05-05')"
267,267,2020-05-05,G148,0.06,6,baby-plage-geneva,"('baby-plage-geneva', '2020-05-05')"
