,Unnamed: 0,date,code,pcs_m,quantity,location,loc_date
2327,2327,2021-01-31,G50,0.03,1,mullermatte,"('mullermatte', '2021-01-31')"
2328,2328,2021-01-31,G942,0.03,1,mullermatte,"('mullermatte', '2021-01-31')"
2329,2329,2021-01-31,G21,0.03,1,mullermatte,"('mullermatte', '2021-01-31')"
2330,2330,2021-01-31,G73,0.12,5,mullermatte,"('mullermatte', '2021-01-31')"
2331,2331,2021-01-31,G22,0.05,2,mullermatte,"('mullermatte', '2021-01-31')"
2332,2332,2021-01-31,G89,0.07,3,mullermatte,"('mullermatte', '2021-01-31')"
2333,2333,2021-01-31,G112,0.07,3,mullermatte,"('mullermatte', '2021-01-31')"
2334,2334,2021-01-31,G27,0.47,19,mullermatte,"('mullermatte', '2021-01-31')"
2335,2335,2021-01-31,G910,0.07,3,mullermatte,"('mullermatte', '2021-01-31')"
2336,2336,2021-01-31,G135,0.03,1,mullermatte,"('mullermatte', '2021-01-31')"
2337,2337,2021-01-31,G30,0.33,13,mullermatte,"('mullermatte', '2021-01-31')"
2338,2338,2021-01-31,G922,0.03,1,mullermatte,"('mullermatte', '2021-01-31')"
2339,2339,2021-01-31,G170,0.03,1,mullermatte,"('mullermatte', '2021-01-31')"
2340,2340,2021-01-31,G33,0.05,2,mullermatte,"('mullermatte', '2021-01-31')"
2341,2341,2021-01-31,G941,0.17,7,mullermatte,"('mullermatte', '2021-01-31')"
2342,2342,2021-01-31,G200,0.03,1,mullermatte,"('mullermatte', '2021-01-31')"
2343,2343,2021-01-31,G68,0.03,1,mullermatte,"('mullermatte', '2021-01-31')"
2344,2344,2021-01-31,G98,0.03,1,mullermatte,"('mullermatte', '2021-01-31')"
2345,2345,2021-01-31,G213,0.12,5,mullermatte,"('mullermatte', '2021-01-31')"
2346,2346,2021-01-31,G79,0.17,7,mullermatte,"('mullermatte', '2021-01-31')"
2347,2347,2020-12-31,G177,0.07,3,mullermatte,"('mullermatte', '2020-12-31')"
2348,2348,2020-12-31,G78,0.22,10,mullermatte,"('mullermatte', '2020-12-31')"
2349,2349,2020-12-31,G211,0.04,2,mullermatte,"('mullermatte', '2020-12-31')"
2350,2350,2020-12-31,G89,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2351,2351,2020-12-31,G10,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2352,2352,2020-12-31,G23,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2353,2353,2020-12-31,G912,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2354,2354,2020-12-31,G106,0.07,3,mullermatte,"('mullermatte', '2020-12-31')"
2355,2355,2020-12-31,G27,0.11,5,mullermatte,"('mullermatte', '2020-12-31')"
2356,2356,2020-12-31,G936,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2357,2357,2020-12-31,G125,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2358,2358,2020-12-31,G50,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2359,2359,2020-12-31,G942,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2360,2360,2020-12-31,G175,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2361,2361,2020-12-31,G73,0.07,3,mullermatte,"('mullermatte', '2020-12-31')"
2362,2362,2020-12-31,G200,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2363,2363,2020-12-31,G8,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2364,2364,2020-12-31,G22,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2365,2365,2020-12-31,G911,0.11,5,mullermatte,"('mullermatte', '2020-12-31')"
2366,2366,2020-12-31,G103,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2367,2367,2020-12-31,G25,0.07,3,mullermatte,"('mullermatte', '2020-12-31')"
2368,2368,2020-12-31,G93,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2369,2369,2020-12-31,G117,0.07,3,mullermatte,"('mullermatte', '2020-12-31')"
2370,2370,2020-12-31,G31,0.04,2,mullermatte,"('mullermatte', '2020-12-31')"
2371,2371,2020-12-31,G941,0.17,8,mullermatte,"('mullermatte', '2020-12-31')"
2372,2372,2020-12-31,G156,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2373,2373,2020-12-31,G67,0.17,8,mullermatte,"('mullermatte', '2020-12-31')"
2374,2374,2020-12-31,G98,0.04,2,mullermatte,"('mullermatte', '2020-12-31')"
2375,2375,2020-12-31,G191,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2376,2376,2020-12-31,G79,0.33,15,mullermatte,"('mullermatte', '2020-12-31')"
2377,2377,2020-12-31,G213,0.17,8,mullermatte,"('mullermatte', '2020-12-31')"
2378,2378,2020-12-31,G909,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2379,2379,2020-12-31,G100,0.04,2,mullermatte,"('mullermatte', '2020-12-31')"
2380,2380,2020-12-31,G24,0.04,2,mullermatte,"('mullermatte', '2020-12-31')"
2381,2381,2020-12-31,G922,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2382,2382,2020-12-31,G112,0.04,2,mullermatte,"('mullermatte', '2020-12-31')"
2383,2383,2020-12-31,G30,0.3,14,mullermatte,"('mullermatte', '2020-12-31')"
2384,2384,2020-12-31,G940,0.07,3,mullermatte,"('mullermatte', '2020-12-31')"
2385,2385,2020-12-31,G133,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2386,2386,2020-12-31,G66,0.02,1,mullermatte,"('mullermatte', '2020-12-31')"
2387,2387,2020-12-31,G95,0.24,11,mullermatte,"('mullermatte', '2020-12-31')"
2388,2388,2020-11-30,G24,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2389,2389,2020-11-30,G912,0.05,2,mullermatte,"('mullermatte', '2020-11-30')"
2390,2390,2020-11-30,G115,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2391,2391,2020-11-30,G30,0.12,5,mullermatte,"('mullermatte', '2020-11-30')"
2392,2392,2020-11-30,G941,0.09,4,mullermatte,"('mullermatte', '2020-11-30')"
2393,2393,2020-11-30,G155,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2394,2394,2020-11-30,G67,0.16,7,mullermatte,"('mullermatte', '2020-11-30')"
2395,2395,2020-11-30,G170,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2396,2396,2020-11-30,G79,0.07,3,mullermatte,"('mullermatte', '2020-11-30')"
2397,2397,2020-11-30,G211,0.05,2,mullermatte,"('mullermatte', '2020-11-30')"
2398,2398,2020-11-30,G905,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2399,2399,2020-11-30,G23,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2400,2400,2020-11-30,G911,0.07,3,mullermatte,"('mullermatte', '2020-11-30')"
2401,2401,2020-11-30,G112,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2402,2402,2020-11-30,G27,0.42,18,mullermatte,"('mullermatte', '2020-11-30')"
2403,2403,2020-11-30,G940,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2404,2404,2020-11-30,G148,0.12,5,mullermatte,"('mullermatte', '2020-11-30')"
2405,2405,2020-11-30,G33,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2406,2406,2020-11-30,G98,0.05,2,mullermatte,"('mullermatte', '2020-11-30')"
2407,2407,2020-11-30,G165,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2408,2408,2020-11-30,G78,0.28,12,mullermatte,"('mullermatte', '2020-11-30')"
2409,2409,2020-11-30,G200,0.19,8,mullermatte,"('mullermatte', '2020-11-30')"
2410,2410,2020-11-30,G904,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2411,2411,2020-11-30,G22,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2412,2412,2020-11-30,G91,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2413,2413,2020-11-30,G106,0.07,3,mullermatte,"('mullermatte', '2020-11-30')"
2414,2414,2020-11-30,G25,0.07,3,mullermatte,"('mullermatte', '2020-11-30')"
2415,2415,2020-11-30,G916,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2416,2416,2020-11-30,G117,0.05,2,mullermatte,"('mullermatte', '2020-11-30')"
2417,2417,2020-11-30,G31,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2418,2418,2020-11-30,G95,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2419,2419,2020-11-30,G156,0.3,13,mullermatte,"('mullermatte', '2020-11-30')"
2420,2420,2020-11-30,G73,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2421,2421,2020-11-30,G177,0.05,2,mullermatte,"('mullermatte', '2020-11-30')"
2422,2422,2020-11-30,G89,0.05,2,mullermatte,"('mullermatte', '2020-11-30')"
2423,2423,2020-11-30,G213,0.07,3,mullermatte,"('mullermatte', '2020-11-30')"
2424,2424,2020-11-30,G909,0.02,1,mullermatte,"('mullermatte', '2020-11-30')"
2425,2425,2020-10-30,G156,0.07,3,mullermatte,"('mullermatte', '2020-10-30')"
2426,2426,2020-10-30,G67,0.07,3,mullermatte,"('mullermatte', '2020-10-30')"
2427,2427,2020-10-30,G95,0.05,2,mullermatte,"('mullermatte', '2020-10-30')"
2428,2428,2020-10-30,G208,0.02,1,mullermatte,"('mullermatte', '2020-10-30')"
2429,2429,2020-10-30,G78,0.05,2,mullermatte,"('mullermatte', '2020-10-30')"
2430,2430,2020-10-30,G22,0.02,1,mullermatte,"('mullermatte', '2020-10-30')"
2431,2431,2020-10-30,G89,0.02,1,mullermatte,"('mullermatte', '2020-10-30')"
2432,2432,2020-10-30,G26,0.02,1,mullermatte,"('mullermatte', '2020-10-30')"
2433,2433,2020-10-30,G909,0.02,1,mullermatte,"('mullermatte', '2020-10-30')"
2434,2434,2020-10-30,G31,0.11,5,mullermatte,"('mullermatte', '2020-10-30')"
2435,2435,2020-10-30,G912,0.02,1,mullermatte,"('mullermatte', '2020-10-30')"
2436,2436,2020-10-30,G143,0.02,1,mullermatte,"('mullermatte', '2020-10-30')"
2437,2437,2020-10-30,G4,0.05,2,mullermatte,"('mullermatte', '2020-10-30')"
2438,2438,2020-10-30,G941,0.11,5,mullermatte,"('mullermatte', '2020-10-30')"
2439,2439,2020-10-30,G198,0.02,1,mullermatte,"('mullermatte', '2020-10-30')"
2440,2440,2020-10-30,G73,0.07,3,mullermatte,"('mullermatte', '2020-10-30')"
2441,2441,2020-10-30,G213,0.41,18,mullermatte,"('mullermatte', '2020-10-30')"
2442,2442,2020-10-30,G87,0.05,2,mullermatte,"('mullermatte', '2020-10-30')"
2443,2443,2020-10-30,G24,0.05,2,mullermatte,"('mullermatte', '2020-10-30')"
2444,2444,2020-10-30,G905,0.02,1,mullermatte,"('mullermatte', '2020-10-30')"
2445,2445,2020-10-30,G30,0.07,3,mullermatte,"('mullermatte', '2020-10-30')"
2446,2446,2020-10-30,G911,0.05,2,mullermatte,"('mullermatte', '2020-10-30')"
2447,2447,2020-10-30,G142,0.02,1,mullermatte,"('mullermatte', '2020-10-30')"
2448,2448,2020-10-30,G35,0.05,2,mullermatte,"('mullermatte', '2020-10-30')"
2449,2449,2020-10-30,G940,0.09,4,mullermatte,"('mullermatte', '2020-10-30')"
2450,2450,2020-10-30,G177,0.02,1,mullermatte,"('mullermatte', '2020-10-30')"
2451,2451,2020-10-30,G7,0.07,3,mullermatte,"('mullermatte', '2020-10-30')"
2452,2452,2020-10-30,G211,0.02,1,mullermatte,"('mullermatte', '2020-10-30')"
2453,2453,2020-10-30,G79,0.32,14,mullermatte,"('mullermatte', '2020-10-30')"
2454,2454,2020-10-30,G23,0.02,1,mullermatte,"('mullermatte', '2020-10-30')"
2455,2455,2020-10-30,G904,0.09,4,mullermatte,"('mullermatte', '2020-10-30')"
2456,2456,2020-10-30,G27,0.2,9,mullermatte,"('mullermatte', '2020-10-30')"
2457,2457,2020-10-30,G910,0.02,1,mullermatte,"('mullermatte', '2020-10-30')"
2458,2458,2020-10-30,G32,0.05,2,mullermatte,"('mullermatte', '2020-10-30')"
2459,2459,2020-10-30,G93,0.02,1,mullermatte,"('mullermatte', '2020-10-30')"
2460,2460,2020-09-30,G150,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2461,2461,2020-09-30,G27,1.15,47,mullermatte,"('mullermatte', '2020-09-30')"
2462,2462,2020-09-30,G910,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2463,2463,2020-09-30,G159,0.12,5,mullermatte,"('mullermatte', '2020-09-30')"
2464,2464,2020-09-30,G59,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2465,2465,2020-09-30,G914,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2466,2466,2020-09-30,G178,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2467,2467,2020-09-30,G73,0.29,12,mullermatte,"('mullermatte', '2020-09-30')"
2468,2468,2020-09-30,G923,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2469,2469,2020-09-30,G10,0.1,4,mullermatte,"('mullermatte', '2020-09-30')"
2470,2470,2020-09-30,G106,0.12,5,mullermatte,"('mullermatte', '2020-09-30')"
2471,2471,2020-09-30,G21,0.05,2,mullermatte,"('mullermatte', '2020-09-30')"
2472,2472,2020-09-30,G79,0.56,23,mullermatte,"('mullermatte', '2020-09-30')"
2473,2473,2020-09-30,G940,0.61,25,mullermatte,"('mullermatte', '2020-09-30')"
2474,2474,2020-09-30,G117,0.12,5,mullermatte,"('mullermatte', '2020-09-30')"
2475,2475,2020-09-30,G22,0.1,4,mullermatte,"('mullermatte', '2020-09-30')"
2476,2476,2020-09-30,G904,0.12,5,mullermatte,"('mullermatte', '2020-09-30')"
2477,2477,2020-09-30,G95,0.17,7,mullermatte,"('mullermatte', '2020-09-30')"
2478,2478,2020-09-30,G133,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2479,2479,2020-09-30,G25,0.37,15,mullermatte,"('mullermatte', '2020-09-30')"
2480,2480,2020-09-30,G91,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2481,2481,2020-09-30,G156,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2482,2482,2020-09-30,G35,0.12,5,mullermatte,"('mullermatte', '2020-09-30')"
2483,2483,2020-09-30,G912,0.07,3,mullermatte,"('mullermatte', '2020-09-30')"
2484,2484,2020-09-30,G177,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2485,2485,2020-09-30,G67,0.29,12,mullermatte,"('mullermatte', '2020-09-30')"
2486,2486,2020-09-30,G922,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2487,2487,2020-09-30,G101,0.1,4,mullermatte,"('mullermatte', '2020-09-30')"
2488,2488,2020-09-30,G197,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2489,2489,2020-09-30,G78,0.78,32,mullermatte,"('mullermatte', '2020-09-30')"
2490,2490,2020-09-30,G930,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2491,2491,2020-09-30,G115,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2492,2492,2020-09-30,G213,0.17,7,mullermatte,"('mullermatte', '2020-09-30')"
2493,2493,2020-09-30,G89,0.1,4,mullermatte,"('mullermatte', '2020-09-30')"
2494,2494,2020-09-30,G942,0.05,2,mullermatte,"('mullermatte', '2020-09-30')"
2495,2495,2020-09-30,G125,0.12,5,mullermatte,"('mullermatte', '2020-09-30')"
2496,2496,2020-09-30,G24,0.1,4,mullermatte,"('mullermatte', '2020-09-30')"
2497,2497,2020-09-30,G909,0.07,3,mullermatte,"('mullermatte', '2020-09-30')"
2498,2498,2020-09-30,G152,0.05,2,mullermatte,"('mullermatte', '2020-09-30')"
2499,2499,2020-09-30,G30,0.9,37,mullermatte,"('mullermatte', '2020-09-30')"
2500,2500,2020-09-30,G911,0.24,10,mullermatte,"('mullermatte', '2020-09-30')"
2501,2501,2020-09-30,G165,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2502,2502,2020-09-30,G66,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2503,2503,2020-09-30,G921,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2504,2504,2020-09-30,G191,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2505,2505,2020-09-30,G76,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2506,2506,2020-09-30,G927,0.05,2,mullermatte,"('mullermatte', '2020-09-30')"
2507,2507,2020-09-30,G100,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2508,2508,2020-09-30,G112,0.17,7,mullermatte,"('mullermatte', '2020-09-30')"
2509,2509,2020-09-30,G211,0.07,3,mullermatte,"('mullermatte', '2020-09-30')"
2510,2510,2020-09-30,G87,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2511,2511,2020-09-30,G941,0.2,8,mullermatte,"('mullermatte', '2020-09-30')"
2512,2512,2020-09-30,G12,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2513,2513,2020-09-30,G23,0.2,8,mullermatte,"('mullermatte', '2020-09-30')"
2514,2514,2020-09-30,G905,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2515,2515,2020-09-30,G98,0.02,1,mullermatte,"('mullermatte', '2020-09-30')"
2516,2516,2020-08-31,G200,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2517,2517,2020-08-31,G70,0.05,2,mullermatte,"('mullermatte', '2020-08-31')"
2518,2518,2020-08-31,G928,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2519,2519,2020-08-31,G106,0.32,14,mullermatte,"('mullermatte', '2020-08-31')"
2520,2520,2020-08-31,G23,0.11,5,mullermatte,"('mullermatte', '2020-08-31')"
2521,2521,2020-08-31,G78,1.09,48,mullermatte,"('mullermatte', '2020-08-31')"
2522,2522,2020-08-31,G940,0.86,38,mullermatte,"('mullermatte', '2020-08-31')"
2523,2523,2020-08-31,G118,0.05,2,mullermatte,"('mullermatte', '2020-08-31')"
2524,2524,2020-08-31,G26,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2525,2525,2020-08-31,G901,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2526,2526,2020-08-31,G137,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2527,2527,2020-08-31,G31,0.07,3,mullermatte,"('mullermatte', '2020-08-31')"
2528,2528,2020-08-31,G908,0.07,3,mullermatte,"('mullermatte', '2020-08-31')"
2529,2529,2020-08-31,G161,0.07,3,mullermatte,"('mullermatte', '2020-08-31')"
2530,2530,2020-08-31,G35,0.05,2,mullermatte,"('mullermatte', '2020-08-31')"
2531,2531,2020-08-31,G912,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2532,2532,2020-08-31,G178,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2533,2533,2020-08-31,G67,1.18,52,mullermatte,"('mullermatte', '2020-08-31')"
2534,2534,2020-08-31,G922,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2535,2535,2020-08-31,G104,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2536,2536,2020-08-31,G211,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2537,2537,2020-08-31,G74,0.14,6,mullermatte,"('mullermatte', '2020-08-31')"
2538,2538,2020-08-31,G930,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2539,2539,2020-08-31,G117,0.36,16,mullermatte,"('mullermatte', '2020-08-31')"
2540,2540,2020-08-31,G25,0.07,3,mullermatte,"('mullermatte', '2020-08-31')"
2541,2541,2020-08-31,G89,0.07,3,mullermatte,"('mullermatte', '2020-08-31')"
2542,2542,2020-08-31,G95,0.11,5,mullermatte,"('mullermatte', '2020-08-31')"
2543,2543,2020-08-31,G125,0.05,2,mullermatte,"('mullermatte', '2020-08-31')"
2544,2544,2020-08-31,G30,0.59,26,mullermatte,"('mullermatte', '2020-08-31')"
2545,2545,2020-08-31,G905,0.07,3,mullermatte,"('mullermatte', '2020-08-31')"
2546,2546,2020-08-31,G156,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2547,2547,2020-08-31,G34,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2548,2548,2020-08-31,G911,0.18,8,mullermatte,"('mullermatte', '2020-08-31')"
2549,2549,2020-08-31,G177,0.05,2,mullermatte,"('mullermatte', '2020-08-31')"
2550,2550,2020-08-31,G66,0.05,2,mullermatte,"('mullermatte', '2020-08-31')"
2551,2551,2020-08-31,G917,0.05,2,mullermatte,"('mullermatte', '2020-08-31')"
2552,2552,2020-08-31,G10,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2553,2553,2020-08-31,G21,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2554,2554,2020-08-31,G73,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2555,2555,2020-08-31,G93,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2556,2556,2020-08-31,G112,0.34,15,mullermatte,"('mullermatte', '2020-08-31')"
2557,2557,2020-08-31,G24,0.14,6,mullermatte,"('mullermatte', '2020-08-31')"
2558,2558,2020-08-31,G79,0.3,13,mullermatte,"('mullermatte', '2020-08-31')"
2559,2559,2020-08-31,G941,0.14,6,mullermatte,"('mullermatte', '2020-08-31')"
2560,2560,2020-08-31,G12,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2561,2561,2020-08-31,G27,2.14,94,mullermatte,"('mullermatte', '2020-08-31')"
2562,2562,2020-08-31,G904,0.05,2,mullermatte,"('mullermatte', '2020-08-31')"
2563,2563,2020-08-31,G152,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2564,2564,2020-08-31,G32,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2565,2565,2020-08-31,G909,0.05,2,mullermatte,"('mullermatte', '2020-08-31')"
2566,2566,2020-08-31,G171,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2567,2567,2020-08-31,G53,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2568,2568,2020-08-31,G913,0.02,1,mullermatte,"('mullermatte', '2020-08-31')"
2569,2569,2020-07-29,G21,0.07,3,mullermatte,"('mullermatte', '2020-07-29')"
2570,2570,2020-07-29,G50,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2571,2571,2020-07-29,G98,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2572,2572,2020-07-29,G24,0.1,4,mullermatte,"('mullermatte', '2020-07-29')"
2573,2573,2020-07-29,G71,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2574,2574,2020-07-29,G112,0.1,4,mullermatte,"('mullermatte', '2020-07-29')"
2575,2575,2020-07-29,G28,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2576,2576,2020-07-29,G78,0.24,10,mullermatte,"('mullermatte', '2020-07-29')"
2577,2577,2020-07-29,G159,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2578,2578,2020-07-29,G31,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2579,2579,2020-07-29,G909,0.17,7,mullermatte,"('mullermatte', '2020-07-29')"
2580,2580,2020-07-29,G177,0.15,6,mullermatte,"('mullermatte', '2020-07-29')"
2581,2581,2020-07-29,G4,0.05,2,mullermatte,"('mullermatte', '2020-07-29')"
2582,2582,2020-07-29,G912,0.15,6,mullermatte,"('mullermatte', '2020-07-29')"
2583,2583,2020-07-29,G20,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2584,2584,2020-07-29,G49,0.07,3,mullermatte,"('mullermatte', '2020-07-29')"
2585,2585,2020-07-29,G942,0.05,2,mullermatte,"('mullermatte', '2020-07-29')"
2586,2586,2020-07-29,G23,0.05,2,mullermatte,"('mullermatte', '2020-07-29')"
2587,2587,2020-07-29,G7,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2588,2588,2020-07-29,G106,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2589,2589,2020-07-29,G27,1.37,56,mullermatte,"('mullermatte', '2020-07-29')"
2590,2590,2020-07-29,G76,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2591,2591,2020-07-29,G148,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2592,2592,2020-07-29,G30,0.34,14,mullermatte,"('mullermatte', '2020-07-29')"
2593,2593,2020-07-29,G904,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2594,2594,2020-07-29,G165,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2595,2595,2020-07-29,G35,0.05,2,mullermatte,"('mullermatte', '2020-07-29')"
2596,2596,2020-07-29,G911,0.29,12,mullermatte,"('mullermatte', '2020-07-29')"
2597,2597,2020-07-29,G188,0.05,2,mullermatte,"('mullermatte', '2020-07-29')"
2598,2598,2020-07-29,G48,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2599,2599,2020-07-29,G941,0.1,4,mullermatte,"('mullermatte', '2020-07-29')"
2600,2600,2020-07-29,G22,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2601,2601,2020-07-29,G67,0.17,7,mullermatte,"('mullermatte', '2020-07-29')"
2602,2602,2020-07-29,G100,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2603,2603,2020-07-29,G25,0.07,3,mullermatte,"('mullermatte', '2020-07-29')"
2604,2604,2020-07-29,G75,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2605,2605,2020-07-29,G117,0.39,16,mullermatte,"('mullermatte', '2020-07-29')"
2606,2606,2020-07-29,G3,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2607,2607,2020-07-29,G79,0.1,4,mullermatte,"('mullermatte', '2020-07-29')"
2608,2608,2020-07-29,G161,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2609,2609,2020-07-29,G33,0.05,2,mullermatte,"('mullermatte', '2020-07-29')"
2610,2610,2020-07-29,G910,0.1,4,mullermatte,"('mullermatte', '2020-07-29')"
2611,2611,2020-07-29,G178,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2612,2612,2020-07-29,G43,0.02,1,mullermatte,"('mullermatte', '2020-07-29')"
2613,2613,2020-07-29,G923,0.12,5,mullermatte,"('mullermatte', '2020-07-29')"
2614,2614,2020-06-30,G178,0.2,7,mullermatte,"('mullermatte', '2020-06-30')"
2615,2615,2020-06-30,G33,0.14,5,mullermatte,"('mullermatte', '2020-06-30')"
2616,2616,2020-06-30,G923,0.03,1,mullermatte,"('mullermatte', '2020-06-30')"
2617,2617,2020-06-30,G198,0.03,1,mullermatte,"('mullermatte', '2020-06-30')"
2618,2618,2020-06-30,G67,0.23,8,mullermatte,"('mullermatte', '2020-06-30')"
2619,2619,2020-06-30,G98,0.03,1,mullermatte,"('mullermatte', '2020-06-30')"
2620,2620,2020-06-30,G101,0.03,1,mullermatte,"('mullermatte', '2020-06-30')"
2621,2621,2020-06-30,G21,0.03,1,mullermatte,"('mullermatte', '2020-06-30')"
2622,2622,2020-06-30,G79,0.6,21,mullermatte,"('mullermatte', '2020-06-30')"
2623,2623,2020-06-30,G117,0.09,3,mullermatte,"('mullermatte', '2020-06-30')"
2624,2624,2020-06-30,G24,0.06,2,mullermatte,"('mullermatte', '2020-06-30')"
2625,2625,2020-06-30,G909,0.26,9,mullermatte,"('mullermatte', '2020-06-30')"
2626,2626,2020-06-30,G159,0.03,1,mullermatte,"('mullermatte', '2020-06-30')"
2627,2627,2020-06-30,G28,0.03,1,mullermatte,"('mullermatte', '2020-06-30')"
2628,2628,2020-06-30,G911,0.11,4,mullermatte,"('mullermatte', '2020-06-30')"
2629,2629,2020-06-30,G177,0.06,2,mullermatte,"('mullermatte', '2020-06-30')"
